title,author,genres,plot,vote_average,vote_count,release_date,large_cover_url
The Siege of Jadotville,Richie Smyth,"War, Drama, Thriller",Irish Commandant Pat Quinlan leads a stand off with troops against French and Belgian Mercenaries in the Congo during the early 1960s.,7.1,869,2016-09-19,https://image.tmdb.org/t/p/original/2HfMrF6qoknMjGXqKKrDTOdD9qb.jpg
Rare Exports: A Christmas Tale,Jalmari Helander,"Fantasy, Horror","Young Pietari lives with his reindeer-herding father in arctic Finland. On the eve of Christmas, a nearby excavation makes a frightening discovery and an evil Santa Claus is unleashed…",6.2,563,2010-12-03,https://image.tmdb.org/t/p/original/jzaweEESl54ejxo3EE5uNL8lgTn.jpg
Bedazzled,Harold Ramis,"Fantasy, Comedy, Romance","Elliot Richards, a socially awkward IT worker, is given seven wishes to get the girl of his dreams when he meets a very seductive Satan. The catch: his soul. Some of his wishes include being a 7 foot basketball star, a wealthy, powerful man, and a sensitive caring guy. But, as could be expected, the Devil puts her own little twist on each of his fantasies.",6.1,1884,2000-10-19,https://image.tmdb.org/t/p/original/3oZTFsBJ4nlpCfQcbrtcCz5FKhp.jpg
Footloose,Craig Brewer,"Drama, Music, Romance","Ren MacCormack is transplanted from Boston to the small southern town of Bomont where loud music and dancing are prohibited. Not one to bow to the status quo, Ren challenges the ban, revitalizing the town and falling in love with the minister’s troubled daughter Ariel in the process.",6.6,1639,2011-10-06,https://image.tmdb.org/t/p/original/yBmdkhHG253OdL9rUyzS7kkk3kK.jpg
Peeping Tom,Michael Powell,"Thriller, Horror, Drama","Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",7.4,794,1960-05-16,https://image.tmdb.org/t/p/original/88ppZCVWGx41gzslcwiWfCVjFJk.jpg
From Beyond,Stuart Gordon,"Horror, Science Fiction","The Resonator, a powerful machine that can control the sixth sense, has killed its creator and sent his associate into an insane asylum. When a beautiful psychiatrist becomes determined to continue the experiment, she unwittingly opens the door to a hostile parallel universe.",6.5,555,1986-10-24,https://image.tmdb.org/t/p/original/yNTsbRrkoi4KrCyQg4fRujggfvd.jpg
The Mistletoe Promise,David Winning,"TV Movie, Romance, Comedy","A chance meeting between two strangers who share a disdain for Christmas results in The Mistletoe Promise, a pact to help them navigate their holiday complications - together. But as they spend more time with each other and experience the magic of Christmas the phony couple discovers there may be more to their contract than business.",6.3,81,2016-11-05,https://image.tmdb.org/t/p/original/qOODccoBLCtPacKuBSV8cCBS8CU.jpg
The Sniper,Dante Lam Chiu-Yin,"Action, Thriller","A police sniper teams up with a hot-headed rookie to take down his former friend and teammate, who is exacting revenge on the police force.",5.9,71,2009-03-24,https://image.tmdb.org/t/p/original/n4pfyzu15lzz2rZmACQ0vMhremS.jpg
Father Stu,Rosalind Ross,Drama,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",7.1,612,2022-04-13,https://image.tmdb.org/t/p/original/oIXwfir3D2NLNLRQWxMyXXUDzs6.jpg
Arizona Dream,Emir Kusturica,"Fantasy, Comedy, Drama, Romance","An Inuit hunter races his sled home with a fresh-caught halibut. This fish pervades the entire film, in real and imaginary form. Meanwhile, Axel tags fish in New York as a naturalist's gofer. He's happy there, but a messenger arrives to bring him to Arizona for his uncle's wedding. It's a ruse to get Axel into the family business. In Arizona, Axel meets two odd women: vivacious, needy, and plagued by neuroses and familial discord. He gets romantically involved with one, while the other, rich but depressed, plays accordion tunes to a gaggle of pet turtles.",7.177,674,1993-01-06,https://image.tmdb.org/t/p/original/kapjiWS0NnyqgQllMfp7X5YzUNa.jpg
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",Junji Shimizu,"Action, Animation, Adventure, Comedy","When Nami falls ill, the Straw Hats seek medical care for her on Drum Island. There they meet reindeer doctor Tony Tony Chopper and the Wapol Pirates.",7.1,136,2008-03-01,https://image.tmdb.org/t/p/original/frmGBKALUOEFQcZjnZ1HK3oZLHV.jpg
Chocolat,Lasse Hallström,"Comedy, Drama, Romance","A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them, as they represent free-thinking and indulgence. When a group of gypsies arrive by riverboat, the Mayor's prejudices lead to a crisis.",7.0,3264,2000-12-22,https://image.tmdb.org/t/p/original/kBKDKxuywKA8drlrBCvHRvGuzO4.jpg
Bite the Bullet,Richard Brooks,"Action, Western, Adventure","At the beginning of the 20th century, a newspaper organizes an endurance horse race : 700 miles to run in a few days. 9 adventurers are competing, among them a woman, Miss Jones, a Mexican, an Englishman, a young cow-boy, an old one and two friends, Sam Clayton and Luke Matthews. All those individualists will learn to respect each other.",6.4,107,1975-09-26,https://image.tmdb.org/t/p/original/2tg8EWatD9mwuKTsTJJ5A96oy5G.jpg
Marry Me,Kat Coiro,"Romance, Comedy, Music","Pop superstar Kat Valdez is about to get married before an audience of her loyal fans. However, seconds before the ceremony, she learns about her fiance's cheating ways and has a meltdown on stage. In a moment of inspired insanity, Kat locks eyes with a total stranger in the crowd and marries him on the spot. As forces conspire to separate the unlikely newlyweds, they must soon decide if two people from such different worlds can find true love together.",6.7,1001,2022-02-09,https://image.tmdb.org/t/p/original/oxqv4iJ3D3iuwZjTqIDUN93FOSw.jpg
Romancing the Stone,Robert Zemeckis,"Romance, Comedy, Action, Adventure","Though she can spin wild tales of passionate romance, novelist Joan Wilder has no life of her own. Then one day adventure comes her way in the form of a mysterious package. It turns out that the parcel is the ransom she'll need to free her abducted sister, so Joan flies to South America to hand it over. But she gets on the wrong bus and winds up hopelessly stranded in the jungle.",6.8,1810,1984-03-30,https://image.tmdb.org/t/p/original/zehZ1sapGwgmC2u1W0THTyEIPCV.jpg
"Justice, My Foot!",Johnnie To Kei-Fung,"Comedy, Action",An unscrupulous lawyer with an equally eccentric kung-fu sidekick wife tries to bring justice to the court.,6.7,96,1992-07-02,https://image.tmdb.org/t/p/original/2fhDCndcXBN92sqr5ywS9amP773.jpg
Chickenhare and the Hamster of Darkness,Benjamin Mousquet,"Animation, Adventure, Comedy, Family, Fantasy","Young Chickenhare is the adopted son of King Peter, a famous adventurer. Part chicken and part hare, he has a really tough time growing up and disguises himself as a hare to avoid the mockeries of his peers. When the day of the Royal Adventurer Society trials comes, Chickenhare, hampered by his disguise, fails miserably. But he is determined to grab a second chance and find the Scepter of the Hamster of Darkness, before his evil Uncle Lapin. The Scepter will give immense power to its holder. If Lapin gets hold of it, he will be unstoppable. Accompanied by his faithful servant Abe, a sarcastic turtle, and Meg, a martial arts expert skunk, he sets of on an epic and initiatory quest.",7.3,260,2022-02-16,https://image.tmdb.org/t/p/original/iTsPtiZc32LkKdn2YX68HdoPZcE.jpg
My Girlfriend Is an Agent,Shin Terra,"Action, Comedy, Romance","Ahn Soo-ji and Lee Jae-joon, who are oblivious to each other's real profession as secret agents, are in an ill-fated relationship. Three years later, they accidentally meet targeting the same enemy.",6.258,93,2009-04-04,https://image.tmdb.org/t/p/original/q0RqB1RV36AmxvzAgKoOJC0Zth0.jpg
Seven Veils,Atom Egoyan,Drama,"Jeanine, an earnest theatre director, has been given the task of remounting her former mentor’s most famous work, the opera Salome. Haunted by dark and disturbing memories from her past, she allows her repressed trauma to color the present as she re-enters the opera world after so many years away.",0.0,0,2025-02-27,https://image.tmdb.org/t/p/original/tnd9CNdVpbeGNfke6HcYLgDaHB3.jpg
22 July,Paul Greengrass,"Crime, Drama, History, Thriller","On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utøya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.",7.1,1179,2018-10-04,https://image.tmdb.org/t/p/original/34osIViLgpz6lEnkxXpTJMbNRBW.jpg
Happiness Is,Nthabiseng Mokoena,"Romance, Comedy, Drama","Turning forty was meant to be a low-key event for Princess, but when her best friend throws her an unforgettable party, her entire world is shaken up.",5.9,4,2024-10-17,https://image.tmdb.org/t/p/original/vztKeimnSaeJgsXMfEeeOn7x1MM.jpg
21 Positions,Néstor Ruiz Medina,Drama,"21 key moments in the life of a couple in 21 sequence shots filmed in 16 mm, shot entirely in Andalucia: this is the premise of the feature debut of Néstor Ruiz Medina, Goya nominee for his short film Baraka. María and Fer live an intense and complicit love, in an idyllic setting by the coast of Cádiz: a house with land, a vegetable garden with chickens, a rich social life, and time to spend with each other. Since money does matter in life, all this is sustained by exposing their sex life on OnlyFans, a social network with paid memberships, a thing they carry with ease and grace. What really lies behind all this, along with its consequences, is what we will see in these 21 moments of intimacy: the emotional flipside of OnlyFans brought by the cinema.",6.2,5,2023-11-21,https://image.tmdb.org/t/p/original/gBZppGYzx2khtC5Db4OjS01cNmn.jpg
Killer Book Club,Carlos Alonso-Ojea,"Horror, Thriller","Eight horror-loving friends fight for their lives when a killer clown who seems to know the grim secret they share begins to pick them off, one by one.",5.578,269,2023-08-25,https://image.tmdb.org/t/p/original/jAK8S34i2e5i9wrG9M5Qk0LmUVb.jpg
Kung Fu Yoga,Stanley Tong,"Comedy, Mystery, Family, Action, Adventure","Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",5.9,380,2017-01-27,https://image.tmdb.org/t/p/original/rvUMGvHc0roYX8MSoIN0Kw8XZ3V.jpg
Ocean's Eleven,Lewis Milestone,"Crime, Comedy",Danny Ocean and his gang attempt to rob the five biggest casinos in Las Vegas in one night.,6.4,352,1960-08-10,https://image.tmdb.org/t/p/original/tUGnHuSnOX5bVwxHFmGZf0J9aiX.jpg
Flower & Snake,Takashi Ishii,"Drama, Romance, Thriller, Horror, Mystery","The wealthy president of a company has built up an unpayable debt to a local crime lord, and to escape punishment he sells his famous dancer wife to the lecherous old man figuring a 90 year old can’t do too much bad with her. Perhaps not, but others can while he watches. She’s put on stage in an underground BDSM sex show and begins a spiraling decent from strongly independent woman to submissive sex slave",5.7,44,2004-03-13,https://image.tmdb.org/t/p/original/erWJ9tFvsKqVK08jk56UCLlgh8t.jpg
Flower & Snake II,Takashi Ishii,"Drama, Thriller, Romance, Horror","The beautiful Shizuko and her husband Toyama Takayoshi have a loving relationship, But Takayoshi is getting older and isn't always able to perform. His primary source of gratification involves observing his wife in sadomasochistic scenarios so he commissions a painter, skilled in the arts of bondage to bring these fantasies to life. Soon, Shiziko becomes a willing and submissive participant in fulfilling the S&M fantasies of not only her husband but a slew of rich lecherous men.",6.4,29,2005-05-14,https://image.tmdb.org/t/p/original/oM2n3mFytE8TCLxwbSf7qG3QMFo.jpg
Doraemon: Nobita and the Winged Braves,Tsutomu Shibayama,"Family, Animation, Adventure, Science Fiction, Fantasy",Doraemon and his friends have to rescue the people of Birdopia from the wrongdoing of vengeful former bird troopers before they unleash a wicked ancient dragon.,7.4,37,2001-03-10,https://image.tmdb.org/t/p/original/3fsuPpUEbN41blhbStfR3v1sbZT.jpg
Babysitting 2,Nicolas Benamou,Comedy,"Franck and his girlfriend Sonya, plus some of their friends go on holiday in Brazil. Franck, his friends, two girls and Sonya's grandmother leave to visit a cave, but everything goes wrong and their crazy adventures begin.",6.3,1341,2015-12-02,https://image.tmdb.org/t/p/original/aZ7JWKenzR28H4bCgFJwdCuHovW.jpg
Einstein and the Bomb,Anthony Philipson,"Documentary, Drama","What happened after Einstein fled Nazi Germany? Using archival footage and his own words, this docudrama dives into the mind of a tortured genius.",6.0,69,2024-02-16,https://image.tmdb.org/t/p/original/oqyym9uvnlreoxcRlQruYDkqPsG.jpg
The Bus of Life,Ibon Cormenzana,"Comedy, Drama","Andrés, a music teacher diagnosed with cancer, seeks treatment at a hospital in the city. His travels there on a singular, dilapidated bus accompanied by other cancer patients. It soon becomes an extraordinary experience, giving him new friends and a far more joyous understanding of life. He also learns to conquer his fears, such as the stage fright which has frustrated a budding career as a musician.",6.8,29,2024-07-03,https://image.tmdb.org/t/p/original/5is3YYJDsECjD5dutQHmn1X17Sm.jpg
Our Little Sister,Hirokazu Kore-eda,Drama,"Three sisters live together in a large house in the city of Kamakura. When their father – absent from the family home for the last 15 years – dies, they travel to the countryside for his funeral, and meet their shy teenage half-sister. Bonding quickly with the orphaned Suzu, they invite her to live with them.",7.581,476,2015-06-13,https://image.tmdb.org/t/p/original/8bHxGqQ5QrycGHerBlD5ZJ4JlvK.jpg
Don't Say a Word,Gary Fleder,"Thriller, Mystery","When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",6.2,904,2001-09-28,https://image.tmdb.org/t/p/original/v5eF86ADsJ7KvtAPPBW6Ns8PgY3.jpg
Fort Apache,John Ford,Western,"Owen Thursday sees his new posting to the desolate Fort Apache as a chance to claim the military honour which he believes is rightfully his. Arrogant, obsessed with military form and ultimately self-destructive, he attempts to destroy the Apache chief Cochise after luring him across the border from Mexico, against the advice of his subordinates.",7.0,366,1948-06-14,https://image.tmdb.org/t/p/original/whTwNNUSKZbaPMTVEv5AXgJGLQm.jpg
Malum,Anthony DiBlasi,Horror,A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.,5.64,121,2023-03-31,https://image.tmdb.org/t/p/original/m1rcLLs0KmS8Cg60sLoMZC2OyDR.jpg
Shoot the Piano Player,François Truffaut,"Drama, Thriller, Crime","Charlie is a former classical pianist who has changed his name and now plays jazz in a grimy Paris bar. When Charlie's brothers, Richard and Chico, surface and ask for Charlie's help while on the run from gangsters they have scammed, he aids their escape. Soon Charlie and Lena, a waitress at the same bar, face trouble when the gangsters arrive, looking for his brothers.",7.2,406,1960-11-25,https://image.tmdb.org/t/p/original/9qCqjScXaHfMbTZ850DlpN3oCHX.jpg
New World,Park Hoon-jung,"Thriller, Crime, Drama",An undercover cop has his loyalties tested when the boss of the corporate gang he's spent years infiltrating dies.,7.413,459,2013-02-21,https://image.tmdb.org/t/p/original/9BTlmi5d9YasRFLwnC3Q5dwym6G.jpg
Swordsman III: The East Is Red,Tony Ching Siu-Tung,"Action, Romance","A royal official accompanies a Portuguese warship to the Black Cliffs to see the site of the defeat of the evil Invincible Asia, who attained supernatural abilities by following the sacred scroll and castrating himself.",6.1,47,1993-08-04,https://image.tmdb.org/t/p/original/4hWOc6GfQWTwdDrTmVOJNIu7YEe.jpg
The Rat Catcher,Wes Anderson,Comedy,"In an English village, a reporter and a mechanic listen to a ratcatcher explain his clever plan to outwit his prey.",6.609,376,2023-09-28,https://image.tmdb.org/t/p/original/29WJ7dOHt48AtXK1J1rONEEvIMN.jpg
Pocahontas II: Journey to a New World,Tom Ellery,"Animation, Family, Adventure, Romance","When news of John Smith's death reaches America, Pocahontas is devastated. She sets off to London with John Rolfe, to meet with the King of England on a diplomatic mission: to create peace and respect between the two great lands. However, Governor Ratcliffe is still around; he wants to return to Jamestown and take over. He will stop at nothing to discredit the young princess.",5.5,1334,1998-08-04,https://image.tmdb.org/t/p/original/87t75BDt2UC7efcaCcgHjF88dAI.jpg
Fullmetal Alchemist: The Final Alchemy,Fumihiko Sori,"Action, Adventure, Fantasy","The Elric brothers’ long and winding journey comes to a close in this epic finale, where they must face off against an unworldly, nationwide threat.",6.3,195,2022-06-24,https://image.tmdb.org/t/p/original/qJD1kg5vrKKllZaZWyELVdxdbid.jpg
Ultraviolet,Kurt Wimmer,"Science Fiction, Action, Thriller","In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",5.2,1579,2006-03-03,https://image.tmdb.org/t/p/original/dBH229rMswFIkk3l4C7iZhNKCOB.jpg
Shaun the Sheep: The Farmer's Llamas,Jay Grace,"TV Movie, Family, Animation, Comedy","Shaun bluffs his dimwitted farmer master into bidding for three llamas at a county fair. Once they arrive, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high-speed chases, careful rooftop scrambles and dangerous falls ensue.",6.7,68,2015-11-13,https://image.tmdb.org/t/p/original/a3wjyadC2l3ehoqHjKlk5w89ErM.jpg
Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,Yukiyo Teramoto,"Family, Adventure, Animation, Science Fiction, Fantasy","When Nobita turned the world into a world with magic with the what-if-telephone-booth-gadget, He and his world needed to defeat the threat that became reality in this world.",7.2,77,2007-03-10,https://image.tmdb.org/t/p/original/zSDHf6xmZkXarf6TsALe518GOUX.jpg
Columbus,Kogonada,Drama,"When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.",7.129,392,2017-08-04,https://image.tmdb.org/t/p/original/DXQIzaK1AerBedGootpiVRLlNG.jpg
Diary of a Wimpy Kid: Dog Days,David Bowers,"Comedy, Family","It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",6.3,949,2012-08-02,https://image.tmdb.org/t/p/original/yfPfaQLIE1qBHfOa16YLRf0lkme.jpg
Dark Harvest,David Slade,"Horror, Fantasy, Thriller","In a small Midwestern town, a deadly annual ritual unfolds when the mythical nightmare, Sawtooth Jack, rises from the cornfields and challenges the town’s teenage boys in a bloody battle of survival.",6.0,235,2023-10-11,https://image.tmdb.org/t/p/original/sFBDjWdw8gHSI2dMivP7H52iwvp.jpg
NiNoKuni,Yoshiyuki Momose,"Animation, Action, Adventure, Family, Fantasy, Romance","Adapted from the video game series of the same name, NiNoKuni follows high school peers Yuu and Haru who must travel between two separate yet parallel worlds to help save their childhood friend, Kotona, whose life is in danger. In this magical quest complicated by love, the three teens will be tasked with making the ultimate choice.",6.5,252,2019-08-23,https://image.tmdb.org/t/p/original/ud6YOdHjRFFJInlpwpPRr9bFOFH.jpg
Best Player,Damon Santostefano,"Comedy, Family, TV Movie","After his parents decide to move to a retirement home in Florida, professional gamer Quincy “Q” Johnson (Jerry Trainor) must find a way to raise 175,000 dollars to buy his family home. After hearing about a tournament for the game “Black Hole” with a grand prize of 175,500 dollars, Quincy enters the tournament, only to be faced with a new challenge. An equally skilled gamer, named Chris Saunders “Prodigy” (Jeanette McCurdy), has become the one block in Quincy’s plan, defeating him at every turn. Quincy then teams-up with his friend Wendell (Amir Talai), to try and find ways to stop Chris from entering the tournament.",6.6,179,2011-03-12,https://image.tmdb.org/t/p/original/gLdUG7ZmEDfNeBu2s0KrlgTFwCl.jpg
The Abominable Dr. Phibes,Robert Fuest,"Horror, Comedy","After a team of surgeons botches his beloved wife's operation, the distraught Dr. Phibes unleashes a score of Old-Testament atrocities on his enemies.",6.9,309,1971-05-18,https://image.tmdb.org/t/p/original/3zwY9vB9sUpwKQmoNpXKrNMUPoi.jpg
Inside Llewyn Davis,Joel Coen,"Drama, Music","In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",7.2,2664,2013-10-18,https://image.tmdb.org/t/p/original/SHFBAQtrnBUqWDlrJWPgn7H4jY.jpg
The Intimate,Kim Eun-tae,"Romance, Drama","Her lover has never taken a dangerous risk in his life. She has been for seven years and is going to get married next month. One day she meets a handsome stranger, who asked her to spend one day with him. It might be a mistake to accept his proposal, but over the next day she will experience a level of excitement and intimacy, she has never experienced before, and this could change her life all of sudden.",6.2,28,2005-12-08,https://image.tmdb.org/t/p/original/7W17aUkSxELOEculE2O7ddYoMxX.jpg
Fortress,James Cullen Bressack,"Action, Thriller, Crime","The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.",5.8,335,2021-12-17,https://image.tmdb.org/t/p/original/hYi00SLc8v92h5i4MoluCvIwLG1.jpg
Un/Dressed,Tim Trachte,"Thriller, Romance, Drama","Elle is a young entrepreneur who wants to lead her grandmother Margot's fashion house into a new era. She is in a relationship with Thilo, the son of an influential Hamburg family. After Elle's grandmother receives anonymous threats, Ben, who has been in prison, is assigned as her bodyguard. Elle is torn between Thilo and Ben. As Elle delves deeper into Ben's world, she learns secrets about Thilo that could jeopardize her grandmother's life's work.",5.722,9,2024-09-20,https://image.tmdb.org/t/p/original/xSKuXQb1VAUlyULUE4tkGTDbGdQ.jpg
Little Women,Mervyn LeRoy,"Romance, Drama, Family","Louisa May Alcott's autobiographical account of her life with her three sisters in Concord Mass in the 1860s. With their father fighting in the civil war, the sisters: Jo, Meg, Amy and Beth are at home with their mother - a very outspoken women for her time. The story is of how the sisters grow up, find love and find their place in the world.",7.4,208,1949-03-10,https://image.tmdb.org/t/p/original/syvnrJDHx5uewcXYCo7aZSryfpi.jpg
The Horse Whisperer,Robert Redford,"Adventure, Drama, Romance",The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,6.9,1097,1998-02-01,https://image.tmdb.org/t/p/original/41gQJpS06MrzGj27jlVJfUzAbR7.jpg
Vettaiyan,T. J. Gnanavel,"Action, Crime, Drama",A sought-after Supercop gets caught in a series of unexpected events when he encounters a suspect who is accused of being involved in a murder case.,6.133,15,2024-10-10,https://image.tmdb.org/t/p/original/zwNCSCwpjt8SSWhzL8C1uNH6DkS.jpg
Girl,Lukas Dhont,Drama,A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.,7.2,723,2018-09-18,https://image.tmdb.org/t/p/original/a6WKjZ1eHrKV8u1DYqjW4yUPuC.jpg
Life of Crime,Daniel Schechter,"Comedy, Crime",Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,5.7,382,2013-09-14,https://image.tmdb.org/t/p/original/bXv0lbJGNsXGXclMwUakP5vpFJg.jpg
The Howling,Joe Dante,Horror,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",6.6,765,1981-01-21,https://image.tmdb.org/t/p/original/viP6z9562pkqKw1T1nrdmQ7Rxyk.jpg
Convoy,Sam Peckinpah,"Action, Comedy, Drama","Trucker Rubber Duck and his buddies Pig Pen, Widow Woman and Spider Mike use their CB radios to warn one another of the presence of cops. But conniving Sheriff Wallace is hip to the truckers' tactics, and begins tricking the drivers through his own CB broadcasts. Facing constant harassment from the law, Rubber Duck and his pals use their radios to coordinate a vast convoy and rule the road.",6.35,370,1978-06-27,https://image.tmdb.org/t/p/original/5U7MCTwYLWeMRKIZwyBqbbzrTtK.jpg
Kim Possible,Adam B. Stein,"Family, Action, Adventure, Comedy, TV Movie","Everyday teen hero Kim Possible and her best friend Ron Stoppable embark on their freshman year of high school, all while saving the world from evil villains. While Kim and Ron have always been one step ahead of their opponents, navigating the social hierarchy of high school is more challenging than the action-hero ever imagined. With Drakken and Shego lurking in the wings, Kim must rely on her family and Team Possible—Ron, tech-genius Wade, new friend Athena, and Rufus, a Naked mole-rat.",5.5,260,2019-02-15,https://image.tmdb.org/t/p/original/t37Xa74GFO1R3kebocqSV4hFrPO.jpg
Rosario Tijeras,Emilio Maillé,"Crime, Romance, Drama","Rosario Tijeras has been abused by men all her life, initially by her stepfather. Years later, she works as a paid assassin, seducing men and killing them when they least expect it. She meets Emilio, a wealthy womanizer, and his best friend, Antonio, at a nightclub, and starts an affair with Emilio despite Antonio's growing feelings for her. But circumstances bring her closer to Antonio, until her past catches up with her in a devastating way.",6.6,90,2005-08-12,https://image.tmdb.org/t/p/original/7ZQ6QVI1Tq1QzyJUBEhOTEX8Ojg.jpg
Kung Fu Panda: Secrets of the Masters,Tony Leondis,"Animation, Action, Comedy","Po and the Furious Five uncover the legend of three of kung fu's greatest heroes: Master Thundering Rhino, Master Storming Ox, and Master Croc.",6.4,254,2011-12-12,https://image.tmdb.org/t/p/original/vTm9XXxAGATssbmTdC8Qn7dD3mM.jpg
Away from Her,Sarah Polley,"Drama, Romance","Fiona and Grant have been married for nearly 50 years. They have to face the fact that Fiona’s absent-mindedness is a symptom of Alzheimer’s disease. She must go to a specialized nursing home, where she slowly forgets Grant and turns her affection to Aubrey, another patient in the home.",7.0,220,2007-05-04,https://image.tmdb.org/t/p/original/ujhVnpQ59X6FU3qhhw5nshO3hqw.jpg
The Big 4,Timo Tjahjanto,"Action, Comedy, Crime, Thriller",A by-the-book female detective teams up with four down-on-their-luck assassins to investigate her father's murder.,6.812,191,2022-12-19,https://image.tmdb.org/t/p/original/gxtf1bovLDyd0dMcKXdwVyqVsuK.jpg
Failure to Launch,Tom Dey,"Romance, Comedy","At 35, Tripp has an interesting job, a hip car, a passion for sailing, an active dating life, and a great house - trouble is, he still lives with his parents, Al and Sue, who are not happy about it. Al and Sue are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to help. In desperation to push Tripp out of the nest once and for all, Al and Sue hatch a plan to hire Paula, an ""interventionist,"" who has a formula in these cases.",5.8,1642,2006-03-10,https://image.tmdb.org/t/p/original/omReuKQ8ItWYD5pOLmsKh3MF24w.jpg
Rogue Hostage,Jon Keeyes,"Action, Adventure, Thriller",A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,5.6,190,2021-06-11,https://image.tmdb.org/t/p/original/ePYagdzUwKpzTP73n9CD3D1MFn.jpg
Good Burger,Brian Robbins,"Family, Comedy",Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.,6.1,511,1997-07-25,https://image.tmdb.org/t/p/original/5vBg0K3lTxWNVwd3AUEXdBtWjES.jpg
We Have a Ghost,Christopher Landon,"Comedy, Fantasy, Horror","After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.",6.5,593,2023-02-24,https://image.tmdb.org/t/p/original/xo0fgAUoEeVQ7KsKeMWypyglvnf.jpg
"Yes, God, Yes",Karen Maine,"Drama, Comedy","Alice, a young innocent Catholic girl, is tempted into masturbating after an AOL chat suddenly turns sexual, however is conflicted as the act would be considered a sin.",6.306,525,2020-07-24,https://image.tmdb.org/t/p/original/rbm1eDq636JFJSMLyyq9YRBU6li.jpg
The Big Team,Jonah Ray Rodrigues,Comedy,The Big Team use audience stories as inspiration for ridiculous improv scenes.,0.0,0,2024-12-16,https://image.tmdb.org/t/p/original/bWmEl4cUJqGiNRXdiJJO0omRehq.jpg
Monkey King: Hero Is Back,Tian Xiaopeng,"Fantasy, Animation, Comedy","The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",6.9,265,2015-07-10,https://image.tmdb.org/t/p/original/apcVnxYbk8Z6bIBbQQG8Sf9veiR.jpg
