title,tags
The Breakfast Club,comedi drama john hugh five high school student meet saturday detent discov lot common thought movi
The Killing Fields,biographi drama histori roland joffã journalist trap cambodia tyrant pol pot bloodi year zero cleans campaign claim live two million undesir civilian movi
Ghostbusters,action comedi fantasi ivan reitman three former parapsycholog professor set shop uniqu ghost remov servic movi
The Right Stuff,adventur biographi drama philip kaufman stori origin mercuri 7 astronaut macho seatofthep approach space program movi
The King of Comedy,comedi crime drama martin scorses rupert pupkin passion yet unsuccess comic crave noth spotlight achiev stalk kidnap idol take spotlight movi
E.T. the Extra-Terrestrial,famili scifi steven spielberg troubl child summon courag help friendli alien escap earth return home world movi
Kramer vs. Kramer,drama robert benton ted kramer wife leav allow lost bond rediscov ted son billi heat custodi battl ensu divorc coupl son deepen wound left separ movi
Days of Heaven,drama romanc terrenc malick hottemp farm labor convinc woman love marri rich die boss claim fortun movi
The Outlaw Josey Wales,western clint eastwood missouri farmer josey wale join confeder guerrilla unit wind run union soldier murder famili movi
The Man Who Would Be King,adventur histori war john huston two british former soldier decid set king kafiristan land white man set foot sinc alexand great movi
The Conversation,drama mysteri thriller franci ford coppola paranoid secret surveil expert crisi conscienc suspect coupl spi murder movi
La planÃ¨te sauvage,anim scifi renã laloux faraway planet blue giant rule oppress humanoid rebel machinelik leader movi
The Day of the Jackal,crime drama thriller fred zinnemann profession assassin codenam jackal plot kill charl de gaull presid franc movi
Badlands,action crime drama terrenc malick impression teenag girl deadend town older greaser boyfriend embark kill spree south dakota badland movi
Cabaret,drama music music bob foss femal girli club entertain weimar republ era berlin romanc two men nazi parti rise power around movi
Willy Wonka & the Chocolate Factory,famili fantasi music mel stuart poor hope boy seek one five covet golden ticket send tour willi wonka mysteri chocol factori movi
Midnight Cowboy,drama john schlesing naiv hustler travel texa new york citi seek person fortun find new friend process movi
Wait Until Dark,thriller terenc young recent blind woman terror trio thug search heroinstuf doll believ apart movi
Guess Who's Coming to Dinner,comedi drama stanley kramer coupl attitud challeng daughter introduc africanamerican fiancã movi
Bonnie and Clyde,action biographi crime arthur penn bore waitress bonni parker fall love excon name clyde barrow togeth start violent crime spree countri steal car rob bank movi
My Fair Lady,drama famili music georg cukor snobbish phonet professor henri higgin agre wager make flower girl eliza doolittl present high societi movi
Mary Poppins,comedi famili fantasi robert stevenson turn centuri london magic nanni employ music adventur help two neglect children becom closer father movi
The Longest Day,action drama histori ken annakin event dday told grand scale alli german point view movi
Jules et Jim,drama romanc franãoi truffaut decad love triangl concern two friend impuls woman movi
The Innocents,horror jack clayton young gover two children becom convinc hous ground haunt movi
Ã€ bout de souffle,crime drama jeanluc godard smalltim thief steal car impuls murder motorcycl policeman want author reunit hip american journal student attempt persuad run away itali movi
Red River,action adventur drama howard hawk dunson lead cattl drive culmin 14 year work destin missouri tyrann behavior along way caus mutini led adopt son movi
Key Largo,action crime drama john huston man visit war buddi famili hotel find gangster run thing hurrican approach two end confront movi
To Have and Have Not,adventur comedi filmnoir howard hawk world war ii american expatri harri morgan help transport french resist leader beauti wife martiniqu romanc sensuou loung singer movi
Shadow of a Doubt,filmnoir thriller alfr hitchcock young girl overjoy favorit uncl come visit famili slowli begin suspect fact merri widow killer sought author movi
Stagecoach,adventur drama western john ford group peopl travel stagecoach find journey complic threat geronimo learn someth process movi
The Lady Vanishes,mysteri thriller alfr hitchcock travel continent europ rich young playgirl realiz elderli ladi seem disappear train movi
Bringing Up Baby,comedi famili romanc howard hawk tri secur 1 million donat museum befuddl paleontologist pursu flighti often irrit heiress pet leopard babi movi
Bride of Frankenstein,drama horror scifi jame whale mari shelley reveal main charact novel surviv dr frankenstein goad even madder scientist build monster mate movi
Duck Soup,comedi music war leo mccarey rufu firefli name presidentdict bankrupt freedonia declar war neighbor sylvania love wealthi mr teasdal movi
Scarface: The Shame of the Nation,action crime drama howard hawk ambiti nearli insan violent gangster climb ladder success mob weak prove downfal movi
Frankenstein,drama horror scifi jame whale dr frankenstein dare tamper life death creat human monster lifeless bodi part movi
Roma,drama alfonso cuarã³n year life middleclass famili maid mexico citi earli 1970 movi
God's Own Country,drama romanc franci lee spring yorkshir young farmer johnni saxbi numb daili frustrat bing drink casual sex arriv romanian migrant worker lamb season ignit intens relationship set johnni new path movi
Deadpool 2,action adventur comedi david leitch foulmouth mutant mercenari wade wilson aka deadpool bring togeth team fellow mutant rogu protect young boy supernatur abil brutal timetravel cyborg cabl movi
Wind River,crime drama mysteri taylor sheridan veteran hunter help fbi agent investig murder young woman wyom nativ american reserv movi
Get Out,horror mysteri thriller jordan peel young africanamerican visit white girlfriend parent weekend simmer uneasi recept eventu reach boil point movi
Mission: Impossible - Fallout,action adventur thriller christoph mcquarri ethan hunt imf team along familiar alli race time mission gone wrong movi
En man som heter Ove,comedi drama romanc hann holm ove illtemp isol retire spend day enforc block associ rule visit wife grave final given life unlik friendship develop boister new neighbor movi
What We Do in the Shadows,comedi horror jemain clement viago deacon vladislav vampir find modern life struggl mundan like pay rent keep chore wheel tri get nightclub overcom flatmat conflict movi
Omoide no MÃ¢nÃ®,anim drama famili jame simon due 12 yo anna asthma she sent stay rel guardian japanes countrysid like alon sketch befriend marni mysteri blond marni movi
The Theory of Everything,biographi drama romanc jame marsh look relationship famou physicist stephen hawk wife movi
Kingsman: The Secret Service,action adventur comedi matthew vaughn spi organis recruit promis street kid agenc train program global threat emerg twist tech geniu movi
The Fault in Our Stars,drama romanc josh boon two teenag cancer patient begin lifeaffirm journey visit reclus author amsterdam movi
Me and Earl and the Dying Girl,comedi drama alfonso gomezrejon high schooler greg spend time make parodi classic movi cowork earl find outlook forev alter befriend classmat diagnos cancer movi
Birdman or (The Unexpected Virtue of Ignorance),comedi drama alejandro g iããrritu washedup superhero actor attempt reviv fade career write direct star broadway product movi
La vie d'AdÃ¨le,drama romanc abdellatif kechich adãl life chang meet emma young woman blue hair allow discov desir assert woman adult front other adãl grow seek lose ultim find love loss movi
Kai po che!,drama sport abhishek kapoor three friend grow india turn millennium set open train academi produc countri next cricket star movi
The Broken Circle Breakdown,drama music romanc felix van groeningen elis didier fall love first sight spite differ talk listen he romant atheist she religi realist daughter becom serious ill love put trial movi
Captain America: The Winter Soldier,action adventur scifi anthoni russo steve roger struggl embrac role modern world team fellow aveng shield agent black widow battl new threat histori assassin known winter soldier movi
Rockstar,drama music music imtiaz ali janardhan jakhar chase dream becom big rock star fall love heer movi
Nebraska,adventur comedi drama alexand payn age boozeaddl father make trip montana nebraska estrang son order claim milliondollar mega sweepstak market prize movi
Wreck-It Ralph,anim adventur comedi rich moor video game villain want hero set fulfil dream quest bring havoc whole arcad live movi
Le Petit Prince,anim adventur drama mark osborn littl girl live grownup world mother tri prepar neighbor aviat introduc girl extraordinari world anyth possibl world littl princ movi
Detachment,drama toni kay substitut teacher drift classroom classroom find connect student teacher latest assign movi
Midnight in Paris,comedi fantasi romanc woodi allen trip pari fiancã famili nostalg screenwrit find mysteri go back 1920 everi day midnight movi
The Lego Movie,anim action adventur christoph miller ordinari lego construct worker thought prophesi special recruit join quest stop evil tyrant glu lego univers etern stasi movi
Gravity,drama scifi thriller alfonso cuarã³n two astronaut work togeth surviv accid leav strand space movi
Star Trek Into Darkness,action adventur scifi jj abram crew enterpris find unstopp forc terror within organ captain kirk lead manhunt warzon world captur oneman weapon mass destruct movi
Beasts of No Nation,drama war cari joji fukunaga drama base experi agu child soldier fight civil war unnam african countri movi
The Social Network,biographi drama david fincher harvard student mark zuckerberg creat social network site would becom known facebook su twin claim stole idea cofound later squeez busi movi
X: First Class,action adventur scifi matthew vaughn 1960 superpow human charl xavier erik lensherr work togeth find other like erik veng pursuit ambiti mutant ruin life caus schism divid movi
The Hangover,comedi todd phillip three buddi wake bachelor parti la vega memori previou night bachelor miss make way around citi order find friend wed movi
Skyfall,action adventur thriller sam mend jame bond loyalti test past come back haunt mi6 come attack 007 must track destroy threat matter person cost movi
Silver Linings Playbook,comedi drama romanc david russel stint mental institut former teacher pat solitano move back parent tri reconcil exwif thing get challeng pat meet tiffani mysteri girl problem movi
Argo,biographi drama thriller ben affleck act cover hollywood produc scout locat scienc fiction film cia agent launch danger oper rescu six american tehran us hostag crisi iran 1979 movi
(500) Days of Summer,comedi drama romanc marc webb offbeat romant comedi woman doesnt believ true love exist young man fall movi
Harry Potter and the Deathly Hallows: Part 1,adventur famili fantasi david yate harri ron hermion race time evil destroy horcrux uncov exist three power object wizard world deathli hallow movi
Gake no ue no Ponyo,anim adventur comedi hayao miyazaki fiveyearold boy develop relationship ponyo young goldfish princess long becom human fall love movi
Frost/Nixon,biographi drama histori ron howard dramat retel postwaterg televis interview british talkshow host david frost former presid richard nixon movi
Papurika,anim drama fantasi satoshi kon machin allow therapist enter patient dream stolen hell break loos young femal therapist paprika stop movi
Changeling,biographi crime drama clint eastwood griefstricken mother christin collin angelina joli take lapd detriment tri pass obviou impostor miss child movi
Flipped,comedi drama romanc rob reiner two eighthgrad start feel despit total opposit movi
Toki o kakeru shÃ´jo,anim adventur comedi mamoru hosoda highschool girl name makoto acquir power travel back time decid use person benefit littl know affect live other much movi
Death Note: Desu nÃ´to,crime drama fantasi shãsuke kaneko battl world two greatest mind begin light yagami find death note notebook power kill decid rid world crimin movi
This Is England,crime drama shane meadow young boy becom friend gang skinhead friend soon becom like famili relationship push limit movi
Ex Machina,drama scifi thriller alex garland young programm select particip groundbreak experi synthet intellig evalu human qualiti highli advanc humanoid ai movi
Efter brylluppet,drama susann bier manag orphanag india sent copenhagen denmark discov lifealt famili secret movi
The Last King of Scotland,biographi drama histori kevin macdonald base event brutal ugandan dictat idi amin regim seen person physician 1970 movi
Zodiac,crime drama mysteri david fincher late 1960searli 1970 san francisco cartoonist becom amateur detect obsess track zodiac killer unidentifi individu terror northern california kill spree movi
Lucky Number Slevin,action crime drama paul mcguigan case mistaken ident land slevin middl war plot two citi rival crime boss constant surveil detect brikowski assassin goodkat must get get movi
Joyeux NoÃ«l,drama histori music christian carion decemb 1914 unoffici christma truce western front allow soldier oppos side first world war gain insight other way life movi
Control,biographi drama music anton corbijn profil ian curti enigmat singer joy divis whose person profession romant troubl led commit suicid age 23 movi
Tangled,anim adventur comedi nathan greno magic longhair rapunzel spent entir life tower runaway thief stumbl upon discov world first time realli movi
Zwartboek,drama thriller war paul verhoeven nazioccupi netherland world war ii jewish singer infiltr region gestapo headquart dutch resist movi
Brokeback Mountain,drama romanc ang lee stori forbidden secret relationship two cowboy live year movi
3:10 to Yuma,action crime drama jame mangold smalltim rancher agre hold captur outlaw who await train go court yuma battl will ensu outlaw tri psych rancher movi
Crash,crime drama thriller paul haggi lo angel citizen vastli separ live collid interweav stori race loss redempt movi
Kung fu,action comedi fantasi stephen chow shanghai china 1940 wannab gangster aspir join notori axe gang resid hous complex exhibit extraordinari power defend turf movi
The Bourne Supremacy,action mysteri thriller paul greengrass jason bourn frame cia oper gone awri forc resum former life train assassin surviv movi
The Machinist,drama thriller brad anderson industri worker hasnt slept year begin doubt saniti movi
Ray,biographi drama music taylor hackford stori life career legendari rhythm blue musician ray charl humbl begin south went blind age seven meteor rise stardom 1950 1960 movi
Lost in Translation,comedi drama sofia coppola fade movi star neglect young woman form unlik bond cross path tokyo movi
Harry Potter and the Goblet of Fire,adventur famili fantasi mike newel harri potter find compet hazard tournament rival school magic distract recur nightmar movi
Man on Fire,action crime drama toni scott mexico citi former cia oper swear vengeanc commit unspeak act famili hire protect movi
Coraline,anim drama famili henri selick adventur 11yearold girl find anoth world strang ideal version frustrat home sinist secret movi
The Last Samurai,action drama edward zwick american militari advisor embrac samurai cultur hire destroy captur battl movi
The Magdalene Sisters,drama peter mullan three young irish women struggl maintain spirit endur dehuman abus inmat magdalen sister asylum movi
Good Bye Lenin!,comedi drama romanc wolfgang becker 1990 protect fragil mother fatal shock long coma young man must keep learn belov nation east germani knew disappear movi
In America,drama jim sheridan famili irish immigr adjust life mean street hell kitchen also griev death child movi
I Am Sam,drama jessi nelson mental handicap man fight custodi 7yearold daughter process teach coldheart lawyer valu love famili movi
Adaptation.,comedi drama spike jonz lovelorn screenwrit becom desper tri fail adapt orchid thief susan orlean screen movi
Black Hawk Down,drama histori war ridley scott 160 elit us soldier drop somalia captur two top lieuten renegad warlord find desper battl larg forc heavilyarm somali movi
Road to Perdition,crime drama thriller sam mend mob enforc son wit murder forc father take road father path redempt reveng movi
Das Experiment,drama thriller oliv hirschbiegel two week 20 male particip hire play prison guard prison prison follow seemingli mild rule guard told retain order without use physic violenc movi
Billy Elliot,drama music stephen daldri talent young boy becom torn unexpect love danc disintegr famili movi
Hedwig and the Angry Inch,comedi drama music john cameron mitchel genderqu punkrock singer east berlin tour us band tell life stori follow former loverbandm stole song movi
Ocean's Eleven,crime thriller steven soderbergh danni ocean ten accomplic plan rob three la vega casino simultan movi
Vampire Hunter D: Bloodlust,anim action fantasi yoshiaki kawajiri girl abduct vampir legendari bounti hunter hire bring back movi
"O Brother, Where Art Thou?",adventur comedi crime joel coen deep south 1930 three escap convict search hidden treasur relentless lawman pursu movi
Interstate 60: Episodes of the Road,adventur comedi drama bob gale neal oliv confus young man artist take journey lifetim highway i60 doesnt exist map go place never even heard search answer dreamgirl movi
"South Park: Bigger, Longer & Uncut",anim comedi fantasi trey parker stan marsh friend go see rrate movi start curs parent think canada blame movi
Office Space,comedi mike judg three compani worker hate job decid rebel greedi boss movi
Happiness,comedi drama todd solondz live sever individu intertwin go live uniqu way engag act societi whole might find disturb desper search human connect movi
Training Day,crime drama thriller antoin fuqua rooki cop spend first day lo angel narcot offic rogu detect isnt appear movi
Rushmore,comedi drama romanc we anderson extracurricular king rushmor preparatori school put academ probat movi
Abre los ojos,drama mysteri scifi alejandro amenãbar handsom man find love life suffer accid need face rebuilt surgeri sever disfigur movi
Being John Malkovich,comedi drama fantasi spike jonz puppet discov portal lead liter head movi star john malkovich movi
As Good as It Gets,comedi drama romanc jame l brook singl mother waitress misanthrop author gay artist form unlik friendship artist assault robberi movi
The Fifth Element,action adventur scifi luc besson color futur cab driver unwittingli becom central figur search legendari cosmic weapon keep evil mr zorg bay movi
Le dÃ®ner de cons,comedi franci veber friend weekli fool dinner bring fool along pierr find champion fool next dinner surpris movi
Donnie Brasco,biographi crime drama mike newel fbi undercov agent infiltr mob find identifi mafia life expens regular one movi
Shine,biographi drama music scott hick pianist david helfgott driven father teacher breakdown year later return piano popular critic acclaim movi
Primal Fear,crime drama mysteri gregori hoblit altar boy accus murder priest truth buri sever layer deep movi
Hamlet,drama kenneth branagh hamlet princ denmark return home find father murder mother remarri murder uncl meanwhil war brew movi
A Little Princess,drama famili fantasi alfonso cuarã³n young girl releg servitud board school father goe miss presum dead movi
Do lok tin si,comedi crime drama karwai wong hong kongset crime drama follow live hitman hope get busi elus femal partner movi
Il postino,biographi comedi drama michael radford simpl italian postman learn love poetri deliv mail famou poet use woo local beauti beatric movi
Clerks,comedi kevin smith day live two conveni clerk name dant randal annoy custom discuss movi play hockey store roof movi
Short Cuts,comedi drama robert altman daytoday live sever suburban lo angel resid movi
Philadelphia,drama jonathan demm man hiv fire law firm condit hire homophob small time lawyer will advoc wrong dismiss suit movi
The Muppet Christmas Carol,comedi drama famili brian henson muppet charact tell version classic tale old bitter miser redempt christma eve movi
Malcolm X,biographi drama histori spike lee biograph epic controversi influenti black nationalist leader earli life career smalltim gangster ministri member nation islam movi
The Last of the Mohicans,action adventur drama michael mann three trapper protect daughter british colonel midst french indian war movi
Kurenai no buta,anim adventur comedi hayao miyazaki 1930 itali veteran world war pilot curs look like anthropomorph pig movi
Glengarry Glen Ross,crime drama mysteri jame foley examin machin behind scene real estat offic movi
A Few Good Men,drama thriller rob reiner militari lawyer lieuten daniel kaffe defend marin accus murder contend act order movi
Fried Green Tomatoes,drama jon avnet housewif unhappi life befriend old ladi nurs home enthral tale tell peopl use know movi
Barton Fink,comedi drama thriller joel coen renown new york playwright entic california write movi discov hellish truth hollywood movi
Miller's Crossing,crime drama thriller joel coen tom reagan advisor prohibitionera crime boss tri keep peac war mob get caught divid loyalti movi
Who Framed Roger Rabbit,anim adventur comedi robert zemecki toonhat detect cartoon rabbit hope prove innoc accus murder movi
Spoorloos,mysteri thriller georg sluizer rex saskia young coupl love vacat stop busi servic station saskia abduct three year sign saskia rex begin receiv letter abductor movi
Withnail & I,comedi drama bruce robinson 1969 two substanceabus unemploy actor retreat countrysid holiday prove disastr movi
The Last Emperor,biographi drama histori bernardo bertolucci stori final emperor china movi
Empire of the Sun,action drama histori steven spielberg young english boy struggl surviv japanes occup world war ii movi
Der Name der Rose,crime drama mysteri jeanjacqu annaud intellectu nonconformist friar investig seri mysteri death isol abbey movi
Blue Velvet,drama mysteri thriller david lynch discoveri sever human ear found field lead young man investig relat beauti mysteri nightclub singer group psychopath crimin kidnap child movi
The Purple Rose of Cairo,comedi fantasi romanc woodi allen new jersey 1935 movi charact walk screen real world movi
After Hours,comedi crime drama martin scorses ordinari word processor worst night life agre visit girl soho met even coffe shop movi
Zelig,comedi woodi allen documentari man look act like whoever he around meet variou famou peopl movi
The Verdict,drama sidney lumet lawyer see chanc salvag career selfrespect take medic malpractic case trial rather settl movi
Star Trek II: The Wrath of Khan,action adventur scifi nichola meyer assist enterpris crew admir kirk must stop old nemesi khan noonien singh use lifegener genesi devic ultim weapon movi
First Blood,action adventur ted kotcheff veteran green beret forc cruel sheriff deputi flee mountain wage escal oneman war pursuer movi
Ordinary People,drama robert redford accident death older son affluent famili deepli strain relationship among bitter mother goodnatur father guiltridden younger son movi
Airplane!,comedi jim abraham man afraid fli must ensur plane land safe pilot becom sick movi
Rupan sansei: Kariosutoro no shiro,anim adventur famili hayao miyazaki dash thief gang desperado intrepid policeman struggl free princess evil count clutch learn hidden secret fabul treasur hold part key movi
Halloween,horror thriller john carpent fifteen year murder sister halloween night 1963 michael myer escap mental hospit return small town haddonfield illinoi kill movi
Le locataire,drama thriller roman polanski bureaucrat rent pari apart find drawn rabbit hole danger paranoia movi
Love and Death,comedi war woodi allen czarist russia neurot soldier distant cousin formul plot assassin napoleon movi
The Taking of Pelham One Two Three,action crime thriller joseph sargent new york arm men hijack subway car demand ransom passeng even paid could get away movi
Blazing Saddles,comedi western mel brook order ruin western town corrupt politician appoint black sheriff promptli becom formid adversari movi
Serpico,biographi crime drama sidney lumet honest new york cop name frank serpico blow whistl rampant corrupt forc comrad turn movi
Enter the Dragon,action crime drama robert clous secret agent come opium lord island fortress fighter martialart tournament movi
Deliverance,adventur drama thriller john boorman intent see cahulawasse river dam turn lake outdoor fanat lewi medlock take friend cano trip theyll never forget danger american backcountri movi
The French Connection,action crime drama william friedkin pair nyc cop narcot bureau stumbl onto drug smuggl job french connect movi
Dirty Harry,action crime thriller siegel madman call scorpio killer menac citi toughasnail san francisco polic inspector dirti harri callahan assign track ferret craze psychopath movi
Where Eagles Dare,action adventur war brian g hutton alli agent stage dare raid castl nazi hold american brigadi gener georg carnabi prison that that realli go movi
The Odd Couple,comedi gene sak two friend tri share apart idea housekeep lifestyl differ night day movi
The Dirty Dozen,action adventur war robert aldrich world war ii rebelli us armi major assign dozen convict murder train lead mass assassin mission german offic movi
Belle de jour,drama romanc lui buãuel frigid young housewif decid spend midweek afternoon prostitut movi
A Man for All Seasons,biographi drama histori fred zinnemann stori sir thoma stood king henri viii king reject roman cathol church obtain divorc remarri movi
Repulsion,drama horror thriller roman polanski sexrepuls woman disapprov sister boyfriend sink depress horrif vision rape violenc movi
Zulu,drama histori war cy endfield outnumb british soldier battl zulu warrior rork drift movi
Goldfinger,action adventur thriller guy hamilton investig gold magnat smuggl jame bond uncov plot contamin fort knox gold reserv movi
The Birds,drama horror mysteri alfr hitchcock wealthi san francisco socialit pursu potenti boyfriend small northern california town slowli take turn bizarr bird kind suddenli begin attack peopl movi
Cape Fear,drama thriller j lee thompson lawyer famili stalk man help put jail movi
Peeping Tom,drama horror thriller michael powel young man murder women use movi camera film die express terror movi
The Magnificent Seven,action adventur western john sturg seven gunfight hire mexican peasant liber villag oppress bandit movi
Les yeux sans visage,drama horror georg franju surgeon caus accid leav daughter disfigur goe extrem give new face movi
Invasion of the Body Snatchers,drama horror scifi siegel smalltown doctor learn popul commun replac emotionless alien duplic movi
Rebel Without a Cause,drama nichola ray rebelli young man troubl past come new town find friend enemi movi
The Ladykillers,comedi crime alexand mackendrick five oddbal crimin plan bank robberi rent room culdesac octogenarian widow pretext classic musician movi
Sabrina,comedi drama romanc billi wilder playboy becom interest daughter famili chauffeur seriou brother would better man movi
The Quiet Man,comedi drama romanc john ford retir american boxer return villag birth ireland fall spirit redhead whose brother contemptu union movi
The Day the Earth Stood Still,drama scifi robert wise alien land tell peopl earth must live peac destroy danger planet movi
The African Queen,adventur drama romanc john huston wwi africa ginswil riverboat captain persuad straitlac missionari use boat attack enemi warship movi
Gilda,drama filmnoir romanc charl vidor smalltim gambler hire work bueno air casino discov employ new wife former lover movi
Fantasia,anim famili fantasi jame algar collect anim interpret great work western classic music movi
The Invisible Man,horror scifi jame whale scientist find way becom invis becom murder insan movi
Dark Waters,biographi drama histori todd hayn corpor defens attorney take environment lawsuit chemic compani expos lengthi histori pollut movi
Searching,drama mysteri thriller aneesh chaganti teenag daughter goe miss desper father tri find clue laptop movi
Once Upon a Time... in Hollywood,comedi drama quentin tarantino fade televis actor stunt doubl strive achiev fame success final year hollywood golden age 1969 lo angel movi
Nelyubov,drama andrey zvyagintsev coupl go divorc must team find son disappear one bitter argument movi
The Florida Project,drama sean baker set one summer film follow precoci sixyearold moone court mischief adventur ragtag playmat bond rebelli care mother live shadow walt disney world movi
Just Mercy,biographi crime drama destin daniel cretton worldrenown civil right defens attorney bryan stevenson work free wrongli condemn death row prison movi
Gifted,drama marc webb frank singl man rais child prodigi niec mari drawn custodi battl mother movi
The Peanut Butter Falcon,adventur comedi drama tyler nilson zak run away care home make dream becom wrestler come true movi
Victoria,crime drama romanc sebastian schipper young spanish woman recent move berlin find flirtat local guy turn potenti deadli night friend reveal danger secret movi
Mustang,drama deniz gamz ergã¼ven five orphan girl seen innoc play boy beach scandal conserv guardian confin forc marriag arrang movi
Guardians of the Galaxy Vol. 2,action adventur comedi jame gunn guardian struggl keep togeth team deal person famili issu notabl starlord encount father ambiti celesti ego movi
Baby Driver,action crime drama edgar wright coerc work crime boss young getaway driver find take part heist doom fail movi
Only the Brave,action biographi drama joseph kosinski base true stori granit mountain hotshot group elit firefight risk everyth protect town histor wildfir movi
Bridge of Spies,drama histori thriller steven spielberg cold war american lawyer recruit defend arrest soviet spi court help cia facilit exchang spi soviet captur american u2 spi plane pilot franci gari power movi
Incredibles 2,anim action adventur brad bird incred famili take new mission involv chang famili role bob parr mr incred must manag hous wife helen elastigirl goe save world movi
Moana,anim adventur comedi ron clement ancient polynesia terribl curs incur demigod maui reach moana island answer ocean call seek demigod set thing right movi
Sicario,action crime drama deni villeneuv idealist fbi agent enlist govern task forc aid escal war drug border area us mexico movi
Creed,drama sport ryan coogler former world heavyweight champion rocki balboa serv trainer mentor adoni johnson son late friend former rival apollo creed movi
Leviafan,crime drama andrey zvyagintsev russian coastal town kolya forc fight corrupt mayor told hous demolish recruit lawyer friend help man arriv bring misfortun kolya famili movi
Hell or High Water,action crime drama david mackenzi divorc father excon older brother resort desper scheme order save famili ranch west texa movi
Philomena,biographi comedi drama stephen frear worldweari polit journalist pick stori woman search son taken away decad ago becam pregnant forc live convent movi
Dawn of the Planet of the Apes,action adventur drama matt reev grow nation genet evolv ape led caesar threaten band human survivor devast viru unleash decad earlier movi
El cuerpo,mysteri thriller oriol paulo detect search bodi femm fatal gone miss morgu movi
Serbuan maut,action thriller gareth evan swat team becom trap tenement run ruthless mobster armi killer thug movi
End of Watch,action crime drama david ayer shot documentarystyl film follow daili grind two young polic offic la partner friend happen meet crimin forc greater movi
Kari-gurashi no Arietti,anim adventur famili hiromasa yonebayashi clock famili fourinchtal peopl live anonym anoth famili resid borrow simpl item make home life chang clock teenag daughter arrietti discov movi
A Star Is Born,drama music romanc bradley cooper musician help young singer find fame age alcohol send career downward spiral movi
True Grit,drama western ethan coen stubborn teenag enlist help tough us marshal track father murder movi
HÃ¦vnen,drama romanc susann bier live two danish famili cross extraordinari riski friendship come bud loneli frailti sorrow lie wait movi
Despicable Me,anim comedi crime pierr coffin crimin mastermind use trio orphan girl pawn grand scheme find love profoundli chang better movi
50/50,comedi drama romanc jonathan levin inspir true stori comedi center 27yearold guy learn cancer diagnosi subsequ struggl beat diseas movi
Kick-Ass,action comedi crime matthew vaughn dave lizewski unnot high school student comic book fan one day decid becom superhero even though power train meaning reason movi
Celda 211,action adventur crime daniel monzã³n stori two men differ side prison riot inmat lead rebellion young guard trap revolt pose prison desper attempt surviv ordeal movi
Moneyball,biographi drama sport bennett miller oakland gener manag billi bean success attempt assembl basebal team lean budget employ computergener analysi acquir new player movi
La piel que habito,drama horror thriller pedro almodã³var brilliant plastic surgeon haunt past tragedi creat type synthet skin withstand kind damag guinea pig mysteri volatil woman hold key obsess movi
Zombieland,adventur comedi fantasi ruben fleischer shi student tri reach famili ohio guntot tough guy tri find last twinki pair sister tri get amus park join forc travel across zombiefil america movi
Die Welle,drama thriller denni gansel high school teacher experi demonstr student life like dictatorship spin horribl control form social unit life movi
Sherlock Holmes,action adventur mysteri guy ritchi detect sherlock holm stalwart partner watson engag battl wit brawn nemesi whose plot threat england movi
The Blind Side,biographi drama sport john lee hancock stori michael oher homeless traumat boy becam allamerican footbal player firstround nfl draft pick help care woman famili movi
The Visitor,drama tom mccarthi colleg professor travel new york citi attend confer find young coupl live apart movi
Seven Pounds,drama gabriel muccino man fate secret embark extraordinari journey redempt forev chang live seven stranger movi
Eastern Promises,action crime drama david cronenberg teenag die childbirth leav clue journal could tie child rape involv violent russian mob famili movi
Stardust,adventur famili fantasi matthew vaughn countrysid town border magic land young man make promis belov hell retriev fallen star ventur magic realm movi
The Secret of Kells,anim adventur famili tomm moor young boy remot mediev outpost sieg barbarian raid beckon adventur celebr master illumin arriv ancient book brim secret wisdom power movi
Inside Man,crime drama mysteri spike lee polic detect bank robber highpow broker enter highstak negoti crimin brilliant heist spiral hostag situat movi
Gone Baby Gone,crime drama mysteri ben affleck two boston area detect investig littl girl kidnap ultim turn crisi profession person movi
La Vie En Rose,biographi drama music olivi dahan biopic icon french singer ãdith piaf rais grandmoth brothel discov sing street corner age 19 despit success piaf life fill tragedi movi
Huo Yuan Jia,action biographi drama ronni yu biographi chines martial art master huo yuanjia founder spiritu guru jin wu sport feder movi
The Illusionist,drama fantasi mysteri neil burger turnofthecenturi vienna magician use abil secur love woman far social stand movi
Dead Man's Shoes,crime drama thriller shane meadow disaffect soldier return hometown get even thug brutal mentallychalleng brother year ago movi
Harry Potter and the Half-Blood Prince,action adventur famili david yate harri potter begin sixth year hogwart discov old book mark properti halfblood princ begin learn lord voldemort dark past movi
300,action drama zack snyder king leonida sparta forc 300 men fight persian thermopyla 480 bc movi
Match Point,drama romanc thriller woodi allen turn point life former tenni pro fall actress happen date friend soontob brotherinlaw movi
Watchmen,action drama mysteri zack snyder 1985 former superhero exist murder colleagu send activ vigilant rorschach sprawl investig uncov someth could complet chang cours histori know movi
Lord of War,action crime drama andrew niccol arm dealer confront moral work chase interpol agent movi
Saw,horror mysteri thriller jame wan two stranger awaken room recollect got soon discov theyr pawn deadli game perpetr notori serial killer movi
"Synecdoche, New York",drama charli kaufman theatr director struggl work women life creat lifes replica new york citi insid warehous part new play movi
Mysterious Skin,drama gregg araki teenag hustler young man obsess alien abduct cross path togeth discov horribl liber truth movi
Jeux d'enfants,comedi drama romanc yann samuel adult best friend julien sophi continu odd game start children fearless competit outdo one anoth dare outrag stunt often act reliev one anoth pain game might way avoid fact truli meant one anoth movi
