isbn13,title,subtitle,authors,categories,description,published_year,average_rating,ratings_count
9780553813951,Nights in Rodanthe,,Nicholas Sparks,Divorced people,,2003.0,3.83,137905.0
9780812513738,The Shadow Rising,Book Four of 'The Wheel of Time',Robert Jordan,Fiction,"Perrin Aybara must return to Emond's Field to face the occupying Whitecloaks, while Rand enters the Aiel Waste and the forbidden city of Rhuidean",1993.0,4.23,137790.0
9780312348649,Baby Proof,,Emily Giffin,Fiction,"Having agreed from the start of their relationship that they did not want children, Claudia and Ben find their previously idyllic marriage tested when Ben realizes that he wants to be a father after all.",2006.0,3.71,136644.0
9780451527882,The Hunchback of Notre-Dame,,Victor Hugo;Walter J. Cobb,Fiction,"In the famed novel set against the backdrop of medieval Paris, Quasimodo, the hunchbacked bellringer of Notre-Dame Cathedral, struggles to save the beautiful gypsy dancer Esmeralda from being unjustly executed. Reissue.",2001.0,3.99,136349.0
9780760728505,"20,000 Leagues Under the Sea",,Jules Verne,Science fiction,Retells the adventures of a French professor and his two companions as they sail above and below the world's oceans as prisoners on the fabulous electric submarine of the deranged Captain Nemo.,2002.0,3.88,135778.0
9780763625290,The Kate DiCamillo Collection,,Kate DiCamillo,Animals,,2010.0,4.03,134961.0
9780006480099,Assassin's Apprentice,,Robin Hobb,American fiction,Fantasy-roman.,1996.0,4.15,133972.0
9780743482776,Twelfth Night,,William Shakespeare,Drama,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2004.0,3.98,133832.0
9780198320272,Julius Caesar,,William Shakespeare,Juvenile Nonfiction,"Caesar returns from a triumphant battle to Rome, despite warning along the way, only to fall into the assassination plot set by Brutus, Cassius, and Casca.",2001.0,3.67,133575.0
9780743272490,The Constant Princess,,Philippa Gregory,Fiction,,2006.0,3.89,133277.0
9780451188458,The Bone Collector,,Jeffery Deaver,Fiction,"The first novel featuring Detective Lincoln Rhyme, from the New York Times bestselling author of The Stone Monkey. Look who's back to chill readers to the bone...",1998.0,4.19,132188.0
9780380813810,Lamb,"The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,Fiction,,2003.0,4.26,130754.0
9780743477567,The Merchant of Venice,,William Shakespeare,Drama,,2004.0,3.8,130122.0
9780380731862,Shutter Island,,Dennis Lehane,Fiction,,2004.0,4.09,128927.0
9781841156736,The Corrections,,Jonathan Franzen,Aged women,,2002.0,3.79,128702.0
9780446611084,Suzanne's Diary for Nicholas,,James Patterson,Fiction,"Katie Wilkinson has finally found the perfect man - but one day he suddenly disappears, leaving behind only a diary written by a new mother named Suzanne for her baby, Nicholas.",2003.0,4.16,128191.0
9780385732567,Gathering Blue,,Lois Lowry,Juvenile Fiction,,2006.0,3.81,127855.0
9780140449143,The Republic,,Plato;Sir Henry Desmond Pritchard Lee,Philosophy,"A model for the ideal state includes discussion of the nature and application of justice, the role of the philosopher in society, the goals of education, and the effects of art upon character.",2003.0,3.93,127393.0
9780330419123,Under the Banner of Heaven,A Story of Violent Faith,Jon Krakauer,Mormon fundamentalism,,2004.0,3.99,126672.0
9780061124266,Veronika Decides to Die,A Novel of Redemption,Paulo Coelho,Fiction,"Bold and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity.",2006.0,3.7,126224.0
9780060574215,"Men Are from Mars, Women Are from Venus",The Classic Guide to Understanding the Opposite Sex,John Gray,Family & Relationships,,2004.0,3.54,126108.0
9780743270755,Team of Rivals,The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,Biography & Autobiography,,2006.0,4.28,125020.0
9780060776091,Brave New World and Brave New World Revisited,,Aldous Huxley,Fiction,,2005.0,4.16,123044.0
9780452287068,The Bluest Eye,,Toni Morrison,Fiction,"To commemorate Morrison's winning the Nobel Prize for Literature, Knopf here republishes her full canon of novels. This edition of ""The Bluest Eye"" (1970) contains a new afterword by the author.",2005.0,4.01,121960.0
9780751514629,Different Seasons,,Stephen King,Castle Rock (Me. : Imaginary place),A Stephen King novel telling of unfair imprisonment and escape.,1995.0,4.35,121420.0
9780440221661,The Fiery Cross,,Diana Gabaldon,Fiction,"Jamie Fraser is a man of worth but he has a lot to lose. His wife, Claire, is known notoriously as a wisewoman or a witch.",2005.0,4.27,120981.0
9780812976144,The Alienist,,Caleb Carr,Fiction,"When a madman begins stalking victims on the streets of 1896 New York, a team of investigators is forced to apply radical and untested techniques that include fingerprinting and the controversial science of psychology.",2006.0,4.06,119839.0
9780345419620,The Queen of the Damned,,Anne Rice,Fiction,"Intertwines the stories of rock star and vampire Lestat, beautiful twins haunted by a gruesome tragedy, and Akasha, mother of all vampires, who dreams of godhood.",1997.0,3.88,118857.0
9780060652890,The Screwtape Letters,,C. S. Lewis,Religion,"Through this wonderful tale, the reader emerges with a better understanding of what it means to live a faithful life. In this humorous and perceptive exchange between two devils, C.",2001.0,4.22,116735.0
9780425144374,Clear and Present Danger,,Tom Clancy,Intelligence service,"The future was too fearful for contemplation, and beyond the expected finish lineswere things that, once decided, were better left unseen. Tom Clancy's new thriller is based on America's war on drugs .",1989.0,4.1,116535.0
9780312861872,Xenocide,Volume Three of the Ender Quintet,Orson Scott Card,Fiction,"The Startways Congress so fears the effects of the descolada, should it escape from Lusitania, that they have ordered the destruction of the entire planet, and all who live there.",1996.0,3.79,115661.0
9780060589288,Eleven Minutes,A Novel,Paulo Coelho,Fiction,,2005.0,3.69,114826.0
9780689707490,Cloudy With a Chance of Meatballs,,Judi Barrett,Juvenile Fiction,What if you didn't like what fell? Or what if too much came? Have you ever thought of what it might be like to be squashed flat by a pancake?,1982.0,4.16,114747.0
9780312966973,Four to Score,,Janet Evanovich,Fiction,,1999.0,4.17,114593.0
9780375706677,No Country for Old Men,,Cormac McCarthy,Fiction,,2006.0,4.13,114408.0
9780060513092,Falling Up,Poems and Drawings,Shel Silverstein,Juvenile Nonfiction,A collection of humorous poems and drawings. Copyright © Libri GmbH. All rights reserved.,2002.0,4.34,114058.0
9781579126254,Murder at the Vicarage,A Miss Marple Mystery,Agatha Christie,Fiction,"When Colonel Protheroe is found dead from a single gun shot wound to the head, none of his neighbors in the village of St.",2005.0,4.05,113459.0
9780425197547,Guilty Pleasures,,Laurell K. Hamilton,Fiction,"Vampire hunter Anita Blake (known by the vampires she kills as ""The Executioner"") is hired by the most powerful vampire in town to find out who has been murdering vampires. Reprint.",2004.0,4.02,112848.0
9781590385814,Fablehaven,,Brandon Mull,Juvenile Fiction,"When Kendra and Seth go to stay at their grandparents' estate, they discover that it is a sanctuary for magical creatures and that a battle between good and evil is looming.",2006.0,4.09,111896.0
9780571212927,A Beautiful Mind,,Sylvia Nasar,Mathematicians,,2001.0,4.13,111633.0
9780679729778,Maus II,a survivor's tale : and here my troubles began,Art Spiegelman,Biography & Autobiography,"In a comic-book-style tale of the author's parents, Vladek and Anja, Vladek survives Auschwitz, is reunited with Anja, and sires young Art",1991.0,4.39,111555.0
9780140286274,The Deep End of the Ocean,,Jacquelyn Mitchard,Fiction,,1999.0,3.86,110552.0
9780385339667,The Chamber,,John Grisham,Fiction,,2005.0,3.78,109897.0
9781400030651,A Fine Balance,A Novel,Rohinton Mistry,Fiction,,1997.0,4.36,108208.0
9780393328622,The History of Love: A Novel,,Nicole Krauss,Fiction,,2006.0,3.92,107024.0
9781884365300,The Jungle,The Uncensored Original Edition,Upton Sinclair;Kathleen De Grave,Fiction,"The horrifying conditions of the Chicago stockyards are revealed through this narrative of a young immigrant's struggles in America, including five chapters omitted from the original edition.",2003.0,3.73,106675.0
9780452281257,Anthem,,Ayn Rand,Fiction,"In a future world where all individuality has been crushed, a man--Equality 7-2521--dares to defy the ideals of collectivism, make personal choices, seek forbidden knowledge, and love the woman he desires.",1999.0,3.63,106642.0
9781857232097,The Fires of Heaven,,Robert Jordan,Juvenile Nonfiction,"Betrayed by his allies, pursued by his enemies and beset by the madness that comes to the male wielders of the One Power, Rand rides out to meet the foe.",1994.0,4.15,106302.0
9780156007757,Blindness,,José Saramago;Giovanni Pontiero,Fiction,,1999.0,4.11,106162.0
9780393316049,"""Surely You're Joking, Mr. Feynman!""",Adventures of a Curious Character,Richard Phillips Feynman;Ralph Leighton,Biography & Autobiography,The Nobel Prize-winning theoretical physicist talks about his adventure-filled life in a series of transcribed taped discussions,1985.0,4.28,105685.0
9780345457370,The Bonesetter's Daughter,,Amy Tan,Fiction,"Struggling to regain her voice and express her true feelings to her husband, ghostwriter Ruth Young discovers that her inability to speak closely parallels the story of her mother LuLing's early life in China.",2003.0,3.98,105432.0
9780060584757,Mystic River,,Dennis Lehane,Fiction,,2003.0,4.18,105317.0
9780450524684,The Dark Half,,Stephen King,English fiction,"Written by the author of CARRIE, 'SALEM'S LOT, THE SHINING and CHRISTINE, this novel features Thad Beaumont, a Pulitzer Prize-winning author who has developed a lucrative thriller-writing alter ego named George Stark.",1990.0,3.76,105027.0
9780141439617,The Woman in White,,Wilkie Collins,Fiction,Edited with an Introduction and Notes by Matthew Sweet.,2003.0,3.99,104614.0
9780451412355,Lover Revealed,A Novel of the Black Dagger Brotherhood,J. R. Ward;Jessica Bird Ward,Fiction,,2007.0,4.3,104180.0
9780553817065,The Surgeon,,Tess Gerritsen,Boston (Mass.),"Now she is being targeted by this new killer who seems to know all about her past, her work at the Pilgrim Medical Center, and where she lives.",2005.0,4.1,103747.0
9780060510862,The Forever War,,Joe Haldeman,Fiction,,2003.0,4.15,103375.0
9780812513752,Lord of Chaos,Book Six of 'The Wheel of Time',Robert Jordan,Fiction,,1995.0,4.12,102983.0
9780836218053,The Essential Calvin And Hobbes,,Bill Watterson,Comics & Graphic Novels,The Essential Calvin and Hobbes is an over-size anthology-type book including an original 16-page story and color Sunday cartoons.,1988.0,4.64,102955.0
9780812971064,Reading Lolita in Tehran,A Memoir in Books,Azar Nafisi,Biography & Autobiography,,2004.0,3.6,102707.0
9780440238607,His Dark Materials,,Philip Pullman,Fiction,,2003.0,4.26,102687.0
9780553213973,Journey To The Center Of The Earth,,Jules Verne,Fiction,,2006.0,3.85,101764.0
9780451528520,The Invisible Man,,Herbert George Wells,Fiction,"A scientist who has discovered a way to make himself invisible unleashes his growing madness and frustrations by terrorizing a small town, in a new edition of the science fiction classic. Reprint.",2002.0,3.63,101659.0
9780312980146,Seven Up,A Stephanie Plum Novel,Janet Evanovich,Fiction,,2002.0,4.16,101029.0
9780812550283,A Crown of Swords,Book Seven of 'The Wheel of Time',Robert Jordan,Fiction,,1997.0,4.03,100910.0
9780141439839,Vanity Fair,A Novel Without a Hero,William Makepeace Thackeray,Fiction,Edited by John Carey.,2003.0,3.78,100384.0
9780385340397,A Breath of Snow and Ashes,,Diana Gabaldon,Fiction,,2006.0,4.44,100326.0
9780141014081,Complete Maus,,Art Spiegelman,Children of Holocaust survivors,"Combined here are Maus I: A Survivor's Tale and Maus II - the complete story of Vladek Spiegelman and his wife, living and surviving in Hitler's Europe.",2003.0,4.55,100212.0
9780743264730,Einstein,His Life and Universe,Walter Isaacson,Biography & Autobiography,The first full biography of Albert Einstein since all of his papers have become available shows how his scientific imagination sprang from the rebellious nature of his personality.,2007.0,4.1,99410.0
9780312983864,Hard Eight,A Stephanie Plum Novel,Janet Evanovich,Fiction,,2003.0,4.17,99289.0
9780330371230,High Five,,Janet Evanovich,Bail bond agents,Stephanie Plum's uncle has disappeared and Grandma thinks he has been abducted by aliens. Things turn serious when Stephanie finds a photo of dismembered body parts in his desk.,2000.0,4.18,99172.0
9780312199432,One Thousand White Women,The Journals of May Dodd,Jim Fergus,Fiction,"One Thousand White Women is the story of May Dodd and a colorful assembly of pioneer women who, under the auspices of the U.S.",1999.0,3.88,97955.0
9780394758282,The Big Sleep,,Raymond Chandler,Fiction,"Philip Marlowe, a private eye who operates in Los Angeles's seamy underside during the 1930s, takes on his first case, which involves a paralyzed California millionaire, two psychotic daughters, blackmail, and murder",1992.0,4.01,97885.0
9780345538376,The Hobbit / The Lord of the Rings,The Hobbit / The Fellowship of the Ring / The Two Towers / The Return of the King,John Ronald Reuel Tolkien,Fiction,"Presents a box set including the complete ""Lord of the Rings"" trilogy, as well as its prequel, ""The Hobbit.""",2012.0,4.59,97731.0
9780060572969,Dead Witch Walking,,Kim Harrison,Fiction,Vampires rule the darkness in a predator-eat-predator world rife with dangers beyond imagining -- and it’s Rachel Morgan's job to keep that world civilized.,2004.0,4.04,97105.0
9780689878558,Alanna,The First Adventure,Tamora Pierce,Juvenile Fiction,,2005.0,4.27,96683.0
9780375703867,White Teeth,A Novel,Zadie Smith,FICTION,,2000.0,3.76,96220.0
9780142000281,Getting Things Done,The Art of Stress-Free Productivity,David Allen,Business & Economics,ALLEN/GETTING THINGS DONE,2001.0,3.99,95950.0
