Title,Director,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Wildwood. I segreti del bosco proibito,"Colin Meloy, Ellis Carson",Juvenile Fiction,"Ci sono posti al mondo dove la gente non va mai ad abitare. Magari fa troppo freddo, o ci sono troppi alberi, o le montagne sono troppo ripide. Ma qualunque sia la ragione, nessuno ha mai pensato di costruirci una strada, e senza strade non ci sono case, e senza case non ci sono città. E proprio dove vive Prue McKeel c'è un posto del genere, rappresentato sulle mappe da una grande chiazza verde all'estrema periferia della città. Tutti la chiamano 'Landa Impenetrabile' e nessuno ha mai provato a entrarci. O meglio, nessuno è mai tornato per raccontarlo? Ma quando uno stormo di corvi rapisce Mac, il suo fratellino, Prue non ha un momento di esitazione, e lo segue intrepida in quelle terre sconosciute. Comincia così un'indimenticabile avventura che condurrà Prue e il suo amico Curtis nel cuore di un Bosco selvaggio e dimenticato, che nasconde in realtà un mondo segreto in grande subbuglio, abitato da creature magiche sul piede di guerra: animali parlanti, mistici pacifici e potenti figuri dalle intenzioni oscure. Quella che sembrava essere una missione di salvataggio si trasforma dunque in un'epica battaglia senza quartiere per liberare questa meravigliosa terra incantata. Un grande romanzo che porta con sé, fonde e reinventa tutto il fascino e le meraviglie dei mondi di Narnia e Hogwarts, in un crescendo di colpi di scena, rivelazioni inaspettate e personaggi indimenticabili. Per settimane ai vertici delle classifiche dei bestseller per ragazzi del New York Times.",4.0,3.0,2012-03-22T00:00:00+01:00,http://books.google.com/books/content?id=9BT_4lPmo1gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Belle Greene,Alexandra Lapierre,Fiction,"La storia vera (e segreta) della donna più celebre della cultura americana della prima metà del Novecento: famosa bibliofila, icona di stile, astutissima protagonista delle cronache mondane. Una donna anticonformista e brillante che ha saputo rompere ogni soffitto di cristallo della sua epoca. New York, primi anni del Novecento. Una ragazza appassionata di libri rari si fa beffe del destino salendo tutti i gradini della scala sociale e professionale, fino a diventare la direttrice della favolosa biblioteca del magnate J.P. Morgan e la beniamina dell’aristocrazia internazionale con il falso nome di Belle da Costa Greene, Belle Greene per gli amici. Ma in realtà, in quell’America violentemente razzista, la brillante collezionista che fa girare le teste e regna sul mondo dei bibliofili nasconde un segreto terribile. Benché sembri bianca è afroamericana, per giunta figlia di un famoso attivista nero che vede come un tradimento la volontà della figlia di nascondere le proprie origini. Quello che racconta Alexandra Lapierre è il dramma di una persona divisa tra la propria storia e la scelta di appartenere alla società che opprime il suo popolo. Frutto di tre anni di ricerche, il romanzo ripercorre gli amori travolgenti e le frequentazioni aristocratiche di una donna libera e determinata, che seppe portare avanti battaglie che ancora oggi risuonano molto attuali.",4.0,1.0,2021-10-06T00:00:00+02:00,http://books.google.com/books/content?id=l3FEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Giorni selvaggi. Una vita sulle onde,William Finnegan,Biography & Autobiography,,5.0,1.0,2016,http://books.google.com/books/content?id=-J70jwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Quel treno per il Pakistan,Khushwant Singh,Fiction,,5.0,1.0,2002,http://books.google.com/books/content?id=OvUpPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Heartstopper - Volume 1,Alice Oseman,Comics & Graphic Novels,"Charlie e Nick frequentano la stessa scuola ma non si sono mai conosciuti. Fino a un giorno in cui si trovano casualmente seduti l'uno accanto all'altro. Diventano subito amici. Anzi di più. Charlie si innamora perdutamente di Nick anche se pensa di non avere alcuna possibilità. Ma l'amore è sempre sorprendente e anche Nick si scopre attratto da Charlie. Molto di più di quanto i due ragazzi potessero immaginare. Le piccole cose che Nick e Charlie vivono compongono qualcosa di grande, che parla a tutti noi di amore, amicizia, lealtà così come dei momenti difficili della vita. *********************** Questo eBook è ottimizzato per la fruizione su tablet; se ne sconsiglia pertanto la lettura sui dispositivi eReader. *********************** Questo eBook è ottimizzato per la fruizione su tablet; se ne sconsiglia pertanto la lettura sui dispositivi eReader.",5.0,1.0,2020-05-12,http://books.google.com/books/content?id=45LTDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Heartstopper,Alice Oseman,Comics & Graphic Novels,,5.0,2.0,2020,http://books.google.com/books/content?id=zNyQzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
La cacciatrice di storie perdute,Sejal Badani,Fiction,"Emozionante come La ladra di libri Romantico come Mangia prega ama Autrice bestseller internazionale Tradotta in 12 lingue Jaya ha il cuore spezzato. Ha tentato a lungo di avere un bambino, ma dopo la terza gravidanza interrotta sta cominciando a perdere le speranze. Anche il suo matrimonio inizia a sfaldarsi e così, nel disperato tentativo di ritrovare sé stessa, decide di allontanarsi da New York per riavvicinarsi alle sue origini indiane. Non appena Jaya arriva in India viene immediatamente sopraffatta dai colori, dai profumi e dai suoni. Ogni cosa ha un fascino esotico, per lei, e ben presto il desiderio di riscoprire la cultura della sua famiglia prende il sopravvento. Ma ci sono segreti del passato a lungo taciuti che hanno il potere di influire sulle generazioni a venire. E così Jaya viene a conoscenza della storia di sua nonna e di un amore clandestino che è destinato a cambiare per sempre la sua vita. Solo dopo aver scoperto il coraggio e l’inarrestabile spirito di resilienza che hanno caratterizzato le donne della sua famiglia, infatti, Jaya si accorgerà di avere dentro di sé una forza che non avrebbe mai potuto immaginare di possedere. Bestseller internazionale Una storia magistrale sulla forza inesorabile dell'amore e l'invincibile desiderio di sognare «Un romanzo a base di segreti, amore e spirito di lealtà. È un inno alla bellezza e fa venire voglia di approfondire le situazioni di cui si legge.» New York Journal of Books «Una scrittura emozionante e potente. L’autrice scrive con una tale abilità da rendere facile immergersi nella storia e godere a pieno delle suggestive descrizioni.» USA Today «Sejal Badani racconta universi che conosce. Un libro meraviglioso.» Corriere della Sera «Una storia così vivida e stimolante da sembrare reale.» Historical Novel Society Sejal Badani È un avvocato che ha deciso di dedicarsi alla scrittura a tempo pieno. I suoi romanzi sono stati bestseller di «USA Today», «Wall Street Journal» e «Washington Post». Adora ascoltare musica, viaggiare e tenersi in contatto con i suoi lettori.",5.0,1.0,2019-06-06,http://books.google.com/books/content?id=LtSYDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Perché ci sia Luce,Alessandro Stani,"Body, Mind & Spirit","Un libro come questo parla: lo fa attraverso le parole, con le sensazioni, le emozioni, i sogni, i dubbi e la speranza che evoca. Alessandro Stani vede oltre, sente oltre, conosce epoche che non ha mai studiato: semplicemente, ha accesso a dimensioni comunicative ignote ai più, e le sa usare. Attraverso la canalizzazione pone domande alle Entità, chiede aiuto in nome delle tante persone che a lui si rivolgono, e riceve suggerimenti per la vita professionale, sentimentale, quotidiana, indicazioni terapeutiche in collaborazione con alcuni medici, trascrizioni di contenuti di elevatissima spiritualità. In queste pagine racconta alcune delle sue esperienze, riporta messaggi destinati all'umanità o a singoli individui, intuizioni sul futuro di tutti e illustra esercizi perché anche i lettori possano testare la propria sensitività. In un tempo di confusione, cambiamento, paura per un contagio virale ma anche per un sistema politico e sociale che sembra avere perso i riferimenti, ci ricorda che non siamo solo realtà materiale e che, anche nella dimensione prettamente fisica, l'energia che ci anima può agire con meccanismi di cui tutti disponiamo: ognuno di noi può realizzarsi, risanarsi, andare avanti in modo migliore diventando consapevole di ciò che realmente è. La speranza, l'amore, l'unità dei cuori, la salute interiore saranno i binari di questo percorso: le Guide ""di là"" sapranno definire la rotta e la direzione. Perché ci sia Luce.",5.0,1.0,2022-03-22,http://books.google.com/books/content?id=q9tfEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Heartstopper,Alice Oseman,Comics & Graphic Novels,,5.0,2.0,2020,http://books.google.com/books/content?id=zNyQzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Verso il paradiso,Hanya Yanagihara,Fiction,"In una versione alternativa dell’America del 1893, New York fa parte degli Stati Liberi, dove le persone possono vivere e amare chi vogliono (o almeno così sembra). Il fragile e giovane rampollo di una famiglia illustre rifiuta il fidanzamento con un degno corteggiatore, attratto da un affascinante insegnante di musica senza mezzi. In una Manhattan del 1993 assediata dall’epidemia di Aids, un giovane hawaiano vive con il suo partner molto più anziano e ricco, nascondendo la sua infanzia travagliata e il destino di suo padre. E nel 2093, in un mondo lacerato da pestilenze e governato da un regime totalitario, la nipote di un potente scienziato cerca di affrontare la vita senza di lui e di risolvere il mistero delle sparizioni di suo marito. Queste tre parti sono unite in una sinfonia avvincente e geniale, con note e temi ricorrenti che si approfondiscono e si arricchiscono a vicenda: una residenza a Washington Square Park nel Greenwich Village; malattie e cure che hanno un costo terribile; ricchezza e squallore; il debole e il forte; la razza; la definizione di famiglia e di nazionalità; la pericolosa giustizia dei potenti e dei rivoluzionari; il desiderio di trovare un posto in un paradiso terrestre e la graduale consapevolezza che non può esistere. Ciò che unisce non solo i personaggi, ma anche queste Americhe, è il loro venire a patti con quello che ci rende umani: la paura, l’amore, la vergogna, il bisogno, la solitudine. Verso il paradiso è un meraviglioso esempio di tecnica letteraria, ma soprattutto è un’opera geniale per come affronta le emozioni. Il grande potere di questo straordinario romanzo deriva dalla comprensione di Yanagihara del profondo desiderio di proteggere coloro che amiamo – partner, amanti, figli, amici, famiglia e persino i nostri concittadini – e dal dolore che ne deriva quando non possiamo farlo.",5.0,1.0,2022-01-13T00:00:00+01:00,http://books.google.com/books/content?id=EPBYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
La coppia perfetta,B. A. Paris,Fiction,"«Ritmo serrato e tanti segreti da scoprire pagina dopo pagina, in un crescendo di suspense. Un thriller psicologico avvincente e davvero ben costruito.» Tu Style «Una storia che, tra colpi di scena e lampi di follia, conduce il lettore negli angoli più oscuri della psiche, tenendolo con il fiato sospeso fino alle ultime righe.» Libero «Un esordio straordinario. La sensazione di pericolo incombente è come una bomba a orologeria che scandisce il conto alla rovescia fino all'inaspettato, travolgente finale.» Publishers Weekly «Un thriller psicologico magistrale, dove il confine tra amor fou e prigionia si fa sempre più labile, mentre la tensione sale.» Donna Moderna «Una storia che si inizia a leggere e non si riesce più a lasciare.» Elle Un thriller amatissimo dai lettori di tutto il mondo: 22.987 recensioni su Goodreads, con una media di 4 su 5; 5870 recensioni su Amazon UK, con una media di 4.2; media recensioni di 4.2 su Amazon FR e Amazon US Jack e Grace sono la coppia perfetta... o la bugia perfetta? Chiunque avesse l’occasione di conoscere Jack e Grace Angel penserebbe che sono la coppia perfetta. Lui un avvocato di successo, affascinante, spiritoso. Lei una donna elegante e una padrona di casa impeccabile. Chiunque allora vorrebbe conoscere meglio Grace, diventare sua amica, scoprendo però che è quasi impossibile anche solo prendere un caffè con lei: non ha un cellulare né un indirizzo email, e comunque non esce mai senza Jack al proprio fianco. Chiunque penserebbe che in fondo è il classico comportamento degli sposi novelli, che non vogliono passare nemmeno un minuto separati. Eppure, alla fine, qualcuno potrebbe sospettare che ci sia qualcosa di strano nel rapporto fra Grace e Jack. E chiedersi per esempio perché, subito dopo il matrimonio, Grace ha lasciato un ottimo lavoro sebbene ancora non abbia figli, perché non risponde mai nemmeno al telefono di casa, perché ci sono delle sbarre alle finestre della camera da letto. E a quel qualcuno potrebbe venire il dubbio che, forse, la coppia perfetta in realtà è la bugia perfetta... Con oltre 600.000 copie vendute in soli cinque mesi dall’uscita in libreria, La coppia perfetta è uno degli esordi più travolgenti dell'anno in Inghilterra. Grazie al ritmo serrato e alla straordinaria efficacia nello svelare i segreti oscuri di un matrimonio, ha entusiasmato sia i lettori sia gli editori di tutto il mondo, che si sono contesi i diritti di pubblicazione in aste agguerrite. Attualmente è in corso di traduzione in 30 Paesi. «Inquietudine e curiosità accompagnano il lettore dalla prima all'ultima (appagante) pagina». Panorama «Una storia che, tra colpi di scena e lampi di follia, conduce il lettore negli angoli più oscuri della psiche, tenendolo con il fiato sospeso fino alle ultime righe». Libero",5.0,2.0,2016-09-01T00:00:00+02:00,http://books.google.com/books/content?id=iy16DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Il codice da Vinci,Dan Brown,Fiction,"Riferimenti romanzeschi alla biografia di Leonardo da Vinci, alla sua appartenenza a società segrete e all'Ultima Cena e altre sue opere come espressione cifrata di dettagli storici e simboli religiosi.",4.5,3.0,2003,http://books.google.com/books/content?id=cXCxGzF9ghMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Suicidio occidentale,Federico Rampini,Political Science,"Se un attacco nel cuore dell'Europa ci ha colto impreparati, è perché eravamo impegnati nella nostra autodistruzione. Il disarmo strategico dell'Occidente era stato preceduto per anni da un disarmo culturale. L'ideologia dominante, quella che le élite diffondono nelle università, nei media, nella cultura di massa e nello spettacolo, ci impone di demolire ogni autostima, colpevolizzarci, flagellarci. Secondo questa dittatura ideologica non abbiamo più valori da proporre al mondo e alle nuove generazioni, abbiamo solo crimini da espiare. Questo è il suicidio occidentale. L'aggressione di Putin all'Ucraina, spalleggiato da Xi Jinping, è anche la conseguenza di questo: gli autocrati delle nuove potenze imperiali sanno che ci sabotiamo da soli. Sta già accadendo in America, culla di un esperimento estremo. Questo pamphlet è una guida per esplorare il disastro in corso; è un avvertimento e un allarme. Gli europei stentano ancora a capire tutti gli eccessi degli Stati Uniti, eppure il contagio del Vecchio continente è già cominciato. Nelle università domina una censura feroce contro chi non aderisce al pensiero politically correct, si allunga la lista di personalità silenziate, cacciate, licenziate. Solo le minoranze etniche e sessuali hanno diritti da far valere; e nessun dovere. L'ambientalismo estremo, religione neopagana del nostro tempo, demonizza il progresso economico e predica un futuro di sacrifici dolorosi oppure l'Apocalisse imminente. I giovani schiavizzati dai social sono manipolati dai miliardari del capitalismo digitale. L'establishment radical chic si purifica con la catarsi del politicamente corretto. È il modo per cancellare le proprie responsabilità: quell'alleanza fra il capitalismo finanziario e Big Tech pianificò una globalizzazione che ha sventrato la classe operaia e impoverito il ceto medio, creando eserciti di decaduti. Ora quel mondo impunito si allea con le élite intellettuali abbracciando la crociata per le minoranze e per l'ambiente. La questione sociale viene cancellata. Non ci sono più ingiustizie di massa nell'accesso alla ricchezza. C'è solo «un pianeta da salvare», e un mosaico di identità etniche o sessuali da eccitare perché rivendichino risarcimenti. In America questo è il Vangelo delle multinazionali, a Hollywood e tra le celebrity milionarie dello sport. In Europa il conformismo ha il volto seducente di Greta Thunberg e Carola Rackete. Le frange radicali non hanno bisogno di un consenso di massa; hanno imparato a sedurre l'establishment, a fare incetta di cattedre universitarie, a occupare i media. Possono imporre dall'alto un nuovo sistema di valori. La maggioranza di noi subisce quel che sta accadendo: non abbiamo acconsentito al suicidio.",5.0,1.0,2022-03-29,http://books.google.com/books/content?id=A_liEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
La casa sul mare celeste,TJ Klune,Fiction,"Linus Baker è un assistente sociale impiegato al Dipartimento della Magia Minorile. Il compito che esegue con scrupolosa professionalità è assicurarsi che i bambini dotati di poteri magici, cresciuti in appositi istituti in modo da proteggere quelli ""normali"", siano ben accuditi. La vita di Linus è decisamente tranquilla, per non dire monotona: vive in una casetta solitaria in compagnia di una gatta schiva e dei suoi amati dischi in vinile. Tutto cambia quando, inaspettatamente, viene convocato nell'ufficio della Suprema Dirigenza. È stato scelto per un compito inconsueto e top secret: dovrà recarsi su un'isola remota, Marsyas, e stabilire se l'orfanotrofio diretto da un certo Arthur Parnassus abbia i requisiti per rimanere aperto. Appena mette piede sull'isola, Linus si rende conto che i sei bambini ospitati nella struttura sono molto diversi da tutti quelli di cui ha dovuto occuparsi in passato. Il più enigmatico tra gli abitanti di Marsyas è però Arthur Parnassus, che dietro ai modi affabili nasconde un terribile segreto. Un'incantevole storia d'amore ambientata in una realtà fantastica, meravigliosamente narrata, su cosa significhi accorgersi che, a volte, si può scegliere la vita che si vuole. E, se si è abbastanza fortunati, magari quella vita ci sceglie a sua volta.",5.0,1.0,2021-07-13,http://books.google.com/books/content?id=bIgzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Breaking Dawn,Stephenie Meyer,Fiction,"Per Bella Swan essere innamorata di un vampiro è allo stesso tempo un sogno a occhi aperti e il peggiore degli incubi, un intreccio di sensazioni che si alternano e le lacerano l’anima. La passione per Edward Cullen la spinge verso un destino soprannaturale, mentre il profondo legame con Jacob Black la riporta invece indietro, nel mondo terreno. Bella ha alle spalle un anno difficile, pieno di perdite, di conflitti, di tentazioni contraddittorie. Ora è al bivio decisivo: entrare nello sconosciuto mondo degli immortali, o continuare a condurre un’esistenza umana. Dalla sua scelta, dipenderà l’esito del conflitto tra il clan dei vampiri e quello dei licantropi. Eppure, ora che Bella ha preso la sua decisione, sta per scatenarsi una sorprendente catena di eventi che cambieranno per sempre la vita di tutti coloro che la circondano. Ma quando il tempo a sua disposizione sembrerà essere esaurito, e la strada da prendere già stabilita, Bella – dolce e timida in Twilight, sensuale e inquieta in New Moon ed Eclipse – andrà incontro a un futuro dal quale non potrà più tornare indietro. Breaking Dawn, il capitolo conclusivo della saga di Twilight, svela finalmente segreti e misteri di questa incantevole epopea romantica che ha entusiasmato milioni di lettori in tutto il mondo. «Sembra che Edward Cullen abbia tutte le carte in regola per detronizzare il maghetto inventato da J.K. Rowling». «D - la Repubblica» «Troviamo, raccontata con le parole di oggi, la bellezza di un amore che potrebbe distruggere l’altro e che invece si strugge e languisce per cogliere l’amore dall’altro con rispetto». «L’Osservatore Romano» «Un inno al neoromanticismo, Twilight è diventato un testo sacro per giovani». «Corriere Magazine»",5.0,17.0,2010-10-16T00:00:00+02:00,http://books.google.com/books/content?id=BC_t4G0PxIYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dammi! (Songs for Lovers),Irina Denezkina,Fiction,,1.0,1.0,2003,http://books.google.com/books/content?id=dPsoAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
La teoria del tutto. Origine e destino dell'universo,Stephen William Hawking,Science,,3.0,2.0,2004,http://books.google.com/books/content?id=5qxHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Mayor of Casterbridge,Thomas Hardy,Fiction,"One of Hardy's most powerful novels, ""The Mayor of Casterbridge"" opens with a shocking and haunting scene: In a drunken rage, Michael Henchard sells his wife and daughter to a visiting sailor at a local fair. When they return to Casterbridge some nineteen years later, Henchard--having gained power and success as the mayor--finds he cannot erase the past or the guilt that consumes him. ""The Mayor of Casterbridge"" is a rich, psychological novel about a man whose own flaws combine with fate to cause his ruin. This Modern Library Paperback Classic reprints the authoritative 1912 Wessex edition, as well as Hardy's map of Wessex.",5.0,1.0,1886,http://books.google.com/books/content?id=Ym8kkJMGzlsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Presidency of James Madison,Robert Allen Rutland,Biography & Autobiography,"Covers all major events of the Madison administration, including the War of 1812 and the push for national expansion.",4.0,1.0,1990,http://books.google.com/books/content?id=1pKyAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Novus Ordo Seclorum,Forrest McDonald,History,"'A witty and energetic study of the ideas and passions of the Framers.' - New York Times Book Review'An important, comprehensive statement about the most fundamental period in American history. It deals authoritatively with topics no student of American can afford to ignore.' - Harvey Mansfield, author of the Spirit of Liberalism",4.0,1.0,1985,http://books.google.com/books/content?id=TP2BAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
It's Our Day,Katherine Jellison,Family & Relationships,"Offers a detailed cultural history of weddings in America from 1945 to 2000, exploring the political, social, economic, and demographic events that influenced the traditions and cost associated with weddings in the post-war years.",4.0,1.0,2008,http://books.google.com/books/content?id=w-QSAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Segreto,Rhonda Byrne,"Body, Mind & Spirit","Il più grande Segreto della storia, dopo aver viaggiato attraverso i secoli e dopo aver illuminato le più grandi menti del passato, da Platone a Einstein, da Shakespeare a Newton, da Platone a Beethoven è stato raccolto in un unico prezioso documento ed è giunto fino a qui per trasformare la vita di tutti coloro che ne faranno l’esperienza. Nel corso della storia, il Segreto è sempre esistito. È stato tramandato, rivelato, occultato, rubato, perduto e ritrovato. Frammenti del Segreto sono stati identificati nelle tradizioni orali, in letteratura, nelle grandi religioni e filosofie del passato. Ora, per la prima volta, tutti i tasselli sono riuniti e il Segreto può essere annunciato al mondo. Il libro che lo rivela raccoglie le testimonianze di chi ha scoperto questo Segreto e lo ha applicato con successo alla propria vita. Tra loro, alcuni dei principali maestri del giorno d’oggi, leader mondiali nel campo degli affari, dell’economia, della medicina, della psicologia, della storia, della teologia e della scienza.",4.5,3.0,2007,http://books.google.com/books/content?id=HjtdPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Murder on the Links,Agatha Christie,Fiction,"Monsieur Renauld dies on a golf course just days after sending a plea for help to detective Poirot. Since Renauld possessed a plundered fortune, a scorned wife, a mistress, and an estranged son, there is no lack of suspects. It's up to Poirot to put the police onto the culprit before more murders occur.",4.0,5.0,1923,http://books.google.com/books/content?id=GOAsg8_Om7QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Harper's Magazine,"Lee Foster Hartman, Frederick Lewis Allen",American literature,Important American periodical dating back to 1850.,5.0,1.0,1946-07,http://books.google.com/books/content?id=-mIQAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Gentleman in Moscow,Amor Towles,Fiction,"The mega-bestseller with more than 2 million readers Soon to be a Showtime/Paramount+ series starring Ewan McGregor as Count Alexander Rostov From the number one New York Times-bestselling author of The Lincoln Highway and Rules of Civility, a beautifully transporting novel about a man who is ordered to spend the rest of his life inside a luxury hotel 'A wonderful book' - Tana French 'This novel is astonishing, uplifting and wise. Don't miss it' - Chris Cleave 'No historical novel this year was more witty, insightful or original' - Sunday Times, Books of the Year '[A] supremely uplifting novel ... It's elegant, witty and delightful - much like the Count himself.' - Mail on Sunday, Books of the Year 'Charming ... shows that not all books about Russian aristocrats have to be full of doom and nihilism' - The Times, Books of the Year On 21 June 1922, Count Alexander Rostov - recipient of the Order of Saint Andrew, member of the Jockey Club, Master of the Hunt - is escorted out of the Kremlin, across Red Square and through the elegant revolving doors of the Hotel Metropol. Deemed an unrepentant aristocrat by a Bolshevik tribunal, the Count has been sentenced to house arrest indefinitely. But instead of his usual suite, he must now live in an attic room while Russia undergoes decades of tumultuous upheaval. Can a life without luxury be the richest of all? A BOOK OF THE DECADE, 2010-2020 (INDEPENDENT) THE TIMES BOOK OF THE YEAR 2017 A SUNDAY TIMES BOOK OF THE YEAR 2017 A MAIL ON SUNDAY BOOK OF THE YEAR 2017 A DAILY EXPRESS BOOK OF THE YEAR 2017 AN IRISH TIMES BOOK OF THE YEAR 2017 ONE OF BARACK OBAMA'S BEST BOOKS OF 2017 ONE OF BILL GATES'S SUMMER READS OF 2019 NOMINATED FOR THE 2018 INDEPENDENT BOOKSELLERS WEEK AWARD",4.5,4.0,2017-01-09,http://books.google.com/books/content?id=f6txCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Comfort Book,Matt Haig,Self-Help,"THE INSTANT NUMBER ONE SUNDAY TIMES BESTSELLER 'Profound, witty and uplifting' Observer 'Full of eloquent, cogent and positive reminders of the beauty of life' Independent The Comfort Book is a collection of consolations learned in hard times and suggestions for making the bad days better. Drawing on maxims, memoir and the inspirational lives of others, these meditations offer new ways of seeing ourselves and the world. This is the book to pick up when you need the wisdom of a friend, the comfort of a hug or a reminder that hope comes from unexpected places.",5.0,1.0,2021-07-06,http://books.google.com/books/content?id=HIACEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
True Crime Story,Joseph Knox,Fiction,"'A triumph. Dazzlingly original.' Sunday Times ______________ 'What happens to those girls who go missing? What happens to the Zoe Nolans of the world?' In the early hours of Saturday 17 December 2011, Zoe Nolan, a nineteen-year-old Manchester University student, walked out of a party taking place in the shared accommodation where she had been living for three months. She was never seen again. Seven years after her disappearance, struggling writer Evelyn Mitchell finds herself drawn into the mystery. Through interviews with Zoe's closest friends and family, she begins piecing together what really happened in 2011. But where some versions of events overlap, aligning perfectly with one another, others stand in stark contrast, giving rise to troubling inconsistencies. Shaken by revelations of Zoe's secret life, and stalked by a figure from the shadows, Evelyn turns to crime writer Joseph Knox to help make sense of a case where everyone has something to hide. Zoe Nolan may be missing presumed dead, but her story is only just beginning 'Riveting and relentless...A unique story, brilliantly told' Terry Hayes 'Brilliant, compelling and original' Steve Cavanagh 'Highly original and mischievous' John Boyne ______________ Readers love TRUE CRIME STORY: 'Perfectly combines the best parts of true crime, fiction and mystery. Superb' 'My favourite read of 2021...fascinating, perplexing and bloody brilliant' 'I've been looking for something different and new in the crime genre. Here it is'",5.0,1.0,2021-06-17,http://books.google.com/books/content?id=hAf7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Leaving Isn't the Hardest Thing,Lauren Hough,Biography & Autobiography,"'Hough's conversational prose reads like the voice of a blues singer, taking breaks between songs to narrate her heartbreak in verse, cajoling her audience to laugh to keep from crying' - The New York Times 'Hough's writing will break your heart' - Roxane Gay, author of Difficult Women 'Each one told with the wit of David Sedaris, and the insight of Joan Didion' - Telegraph 'This moving account of resilience and hard-earned agency brims with a fresh originality' - Publishers Weekly Searing and extremely personal essays from the heart of working-class America, shot through with the darkest elements the country can manifest - cults, homelessness, and hunger - while discovering light and humor in unexpected corners. As an adult, Lauren Hough has had many identities: an airman in the U.S. Air Force, a cable guy, a bouncer at a gay club. As a child, however, she had none. Growing up as a member of the infamous cult The Children of God, Hough had her own self robbed from her. The cult took her all over the globe but it wasn't until she finally left for good that Lauren understood she could have a life beyond ""The Family."" Along the way, she's loaded up her car and started over, trading one life for the next. Here, as she sweeps through the underbelly of America--relying on friends, family, and strangers alike--she begins to excavate a new identity even as her past continues to trail her and color her world, relationships, and perceptions of self. At once razor-sharp, profoundly brave, and often very, very funny, the essays in Leaving Isn't the Hardest Thing interrogate our notions of ecstasy, queerness, and what it means to live freely. Each piece is a reckoning: of survival, identity, and how to reclaim one's past when carving out a future.",1.0,2.0,2021-04-29,http://books.google.com/books/content?id=i1MiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
