Title,Author,Genres,Plot,Vote Average,Vote Count,Release Date,Large Cover URL
Judy Moody was in a Mood,Megan McDonald,,"Third grader Judy Moody is in a first day of school bad mood until she gets an assignment to create a collage all about herself and begins creating her masterpiece, the Me collage.",4.0,94,2000,http://covers.openlibrary.org/b/id/6670043-L.jpg
The Seven Deaths of Evelyn Hardcastle,"Stuart Turton, James Cameron Stewart, Fabrice Pointeau",,"***Gosford Park* meets *Groundhog Day* by way of Agatha Christie and *Black Mirror* – the most inventive story you'll read**

Tonight, Evelyn Hardcastle will be killed ... Again

It is meant to be a celebration but it ends in tragedy. As fireworks explode overhead, Evelyn Hardcastle, the young and beautiful daughter of the house, is killed.

But Evelyn will not die just once. Until Aiden – one of the guests summoned to Blackheath for the party – can solve her murder, the day will repeat itself, over and over again. Every time ending with the fateful pistol shot.

The only way to break this cycle is to identify the killer. But each time the day begins again, Aiden wakes in the body of a different guest. And someone is determined to prevent him ever escaping Blackheath...

<a href=""https://www.bloomsbury.com/uk/the-seven-deaths-of-evelyn-hardcastle-9781408889572/"">SOURCE</a>",3.5,18,2018,http://covers.openlibrary.org/b/id/8838910-L.jpg
Eleanor & Park,Rainbow Rowell,,"## Two misfits. One extraordinary love. ##


----------
## Eleanor ##
...Red hair, wrong clothes. Standing behind him until he turns his head. Lying beside him until he wakes up. Making everyone else seem drabber and flatter and never good enough... Eleanor.
## Park ##
...He knows she'll love a song before he plays it for her. He laughs at her jokes before she ever gets to the punch line. There's a place on his chest, just below his throat, that makes her want to keep promises... Park. 

----------

Set over the course of one school year, this is the story of two star-crossed sixteen-year-olds -- smart enough to know that first love almost never lasts, but brave and desperate enough to try.",3.2,13,2012,http://covers.openlibrary.org/b/id/12917595-L.jpg
Revival,Stephen King,,"In a small New England town over half a century ago, a boy is playing with his new toy soldiers in the dirt when he looks up to see a striking man, the new minister, Jamie learns later he is a man who with his beautiful wife will transform the church and the town. The men and boys are a bit in love with Mrs. Jacobs; the women and girls, with the Reverend Jacobs -- including Jamie's sisters and mother. Then tragedy strikes, and this charismatic preacher curses God, and is banished from the shocked town. Jamie has demons of his own. Wed to his guitar from age 13, he plays in bands across the country, running from his own family tragedies, losing one job after another when his addictions get the better of him. Decades later, sober and living a decent life, he and Reverend Charles Jacobs meet again in a pact beyond even the Devil's devising, and the many terrifying meanings of Revival are revealed. King imbues this spectacularly rich and dark novel with everything he knows about music, addiction, and religious fanaticism, and every nightmare we ever had about death.",3.7,11,2014,http://covers.openlibrary.org/b/id/14652892-L.jpg
The Chalk Man,C. J. Tudor,,"""Narrated by 'Eddie' who receives a chalk drawing of a stick figure that hurtles him back to an innocent childhood game 30 years before which went terribly, terribly wrong. As history begins to repeat itself, it seems the game was never really over"" --",4.2,10,2017,http://covers.openlibrary.org/b/id/10948874-L.jpg
The Serpent's Shadow,Rick Riordan,,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.",3.8,14,2012,http://covers.openlibrary.org/b/id/7269191-L.jpg
The First Fifteen Lives of Harry August,Claire North,,"Harry August is on his deathbed. Again. No matter what he does or the decisions he makes, when death comes, Harry always returns to where he began, a child with all the knowledge of a life he has already lived a dozen times before. Nothing ever changes. Until now. As Harry nears the end of his eleventh life, a little girl appears at his bedside. 'I nearly missed you, Doctor August, ' she says. 'I need to send a message.' This is the story of what Harry does next, and what he did before, and how he tries to save a past he cannot change and a future he cannot allow.",3.6,44,2014,http://covers.openlibrary.org/b/id/8424640-L.jpg
A wanted man,Lee Child,,"Hitching a ride to Virginia in a car with three strangers, Jack Reacher finds himself unwittingly involved in a massive conspiracy that makes him a threat.",3.8,7,2012,http://covers.openlibrary.org/b/id/11101535-L.jpg
The Devil in the White City,Erik Larson,,"From back cover: Bringing Chicago circa 1893 to vivid life, Erik Larson's spell-binding bestseller intertwines the true tale of two men - the brilliant architect behind the legendary 1893 World's Fair, striving to secure America's place in the world; and the cunning serial killer who used the fair to lure his victims to their death. Combining meticulous research with nail-biting storytelling, Erik Larson has crafted a narrative with all the wonder of newly discovered history and the thrills of the best fiction.",3.6,22,2003,http://covers.openlibrary.org/b/id/541027-L.jpg
Normal People,Sally Rooney,,"At school Connell and Marianne pretend not to know each other. He’s popular and well-adjusted, star of the school soccer team while she is lonely, proud, and intensely private. But when Connell comes to pick his mother up from her housekeeping job at Marianne’s house, a strange and indelible connection grows between the two teenagers - one they are determined to conceal.

A year later, they’re both studying at Trinity College in Dublin. Marianne has found her feet in a new social world while Connell hangs at the sidelines, shy and uncertain. Throughout their years in college, Marianne and Connell circle one another, straying toward other people and possibilities but always magnetically, irresistibly drawn back together. Then, as she veers into self-destruction and he begins to search for meaning elsewhere, each must confront how far they are willing to go to save the other.

Sally Rooney brings her brilliant psychological acuity and perfectly spare prose to a story that explores the subtleties of class, the electricity of first love, and the complex entanglements of family and friendship.",3.0,42,2018,http://covers.openlibrary.org/b/id/8794265-L.jpg
The Immortal Life of Henrietta Lacks,Rebecca Skloot,,"Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor black tobacco farmer whose cells—taken without her knowledge in 1951—became one of the most important tools in medicine, vital for developing the polio vaccine, cloning, gene mapping, in vitro fertilization, and more. Henrietta’s cells have been bought and sold by the billions, yet she remains virtually unknown, and her family can’t afford health insurance.

This New York Times bestseller takes readers on an extraordinary journey, from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers filled with HeLa cells, from Henrietta’s small, dying hometown of Clover, Virginia, to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells. The Immortal Life of Henrietta Lacks tells a riveting story of the collision between ethics, race, and medicine; of scientific discovery and faith healing; and of a daughter consumed with questions about the mother she never knew. It’s a story inextricably connected to the dark history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we’re made of.
([source][1])


  [1]: http://rebeccaskloot.com/the-immortal-life/",4.9,8,2009,http://covers.openlibrary.org/b/id/8364866-L.jpg
"Everything, Everything","Nicola Yoon, Eric Chevreau (Traduction)",,"The story of a teenage girl who's literally allergic to the outside world. When a new family moves in next door, she begins a complicated romance that challenges everything she's ever known. The narrative unfolds via vignettes, diary entries, texts, charts, lists, illustrations, and more.",3.4,40,2015,http://covers.openlibrary.org/b/id/8140499-L.jpg
Running blind,Lee Child,,"Jack Reacher is back, dragged into what looks like a series of grisly serial murders by a team of FBI profilers who aren't totally sure he's not the killer they're looking for, but believe that even if he isn't, he's smart enough to help them find the real killer. And what they've got on the ex-MP, who's starred in three previous Lee Child thrillers ( Tripwire, Die Trying, Killing Floor), is enough to ensure his grudging cooperation: phony charges stemming from Reacher's inadvertent involvement in a protection shakedown and the threat of harm to the woman he loves.

The killer's victims have only one thing in common--all of them brought sexual harassment charges against their military superiors and all resigned from the army after winning their cases. The manner, if not the cause, of their deaths is gruesomely the same: they died in their own bathtubs, covered in gallons of camouflage paint, but they didn't drown and they weren't shot, strangled, poisoned, or attacked. Even the FBI forensic specialists can't figure out why they seem to have gone willingly to their mysterious deaths. Reacher isn't sure whether the killings are an elaborate cover-up for corruption involving stolen military hardware or the work of a maniac who's smart enough to leave absolutely no clues behind. This compelling, iconic antihero dead-ends in a lot of alleys before he finally figures it out, but every one is worth exploring and the suspense doesn't let up for a second. The ending will come as a complete surprise to even the most careful reader, and as Reacher strides off into the sunset, you'll wonder what's in store for him in his next adventure. --Jane Adams",4.0,33,2000,http://covers.openlibrary.org/b/id/14425263-L.jpg
Wool,"Hugh Howey, Hugh Howey",,"They live beneath the earth in a prison of their own making. There is a view of the outside world, a spoiled and rotten world, their forefathers left behind. But this view fades over time, ruined by the toxic airs that kill any who brave them.

So they leave it to the criminals, those who break the rules, and who are sent to cleaning. Why do they do it, these people condemned to death? Sheriff Holston has always wondered. Now he is about to find out.",3.5,15,2011,http://covers.openlibrary.org/b/id/14369537-L.jpg
The Alloy of Law,Brandon Sanderson,,"Three hundred years after the events of the Mistborn trilogy, Scadrial is now on the verge of modernity, with railroads to supplement the canals, electric lighting in the streets and the homes of the wealthy, and the first steel-framed skyscrapers racing for the clouds.

Kelsier, Vin, Elend, Sazed, Spook, and the rest are now part of history—or religion. Yet even as science and technology are reaching new heights, the old magics of Allomancy and Feruchemy continue to play a role in this reborn world. Out in the frontier lands known as the Roughs, they are crucial tools for the brave men and women attempting to establish order and justice.

One such is Waxillium Ladrian, a rare Twinborn who can Push on metals with his Allomancy and use Feruchemy to become lighter or heavier at will.

After twenty years in the Roughs, Wax has been forced by family tragedy to return to the metropolis of Elendel. Now he must reluctantly put away his guns and assume the duties and dignity incumbent upon the head of a noble house. Or so he thinks, until he learns the hard way that the mansions and elegant tree-lined streets of the city can be even more dangerous than the dusty plains of the Roughs.",3.6,30,2001,http://covers.openlibrary.org/b/id/14658081-L.jpg
A Column of Fire,Ken Follett,,"As Europe erupts, can one young spy protect his queen? International bestselling author Ken Follett takes us deep into the treacherous world of powerful monarchs, intrigue, murder, and treason with his magnificent new epic, A Column of Fire.
 
In 1558, the ancient stones of Kingsbridge Cathedral look down on a city torn apart by religious conflict. As power in England shifts precariously between Catholics and Protestants, royalty and commoners clash, testing friendship, loyalty, and love. 
 
Ned Willard wants nothing more than to marry Margery Fitzgerald. But when the lovers find themselves on opposing sides of the religious conflict dividing the country, Ned goes to work for Princess Elizabeth. When she becomes queen, all Europe turns against England. The shrewd, determined young monarch sets up the country’s first secret service to give her early warning of assassination plots, rebellions, and invasion plans. Over a turbulent half century, the love between Ned and Margery seems doomed as extremism sparks violence from Edinburgh to Geneva. Elizabeth clings to her throne and her principles, protected by a small, dedicated group of resourceful spies and courageous secret agents.
 
The real enemies, then as now, are not the rival religions. The true battle pitches those who believe in tolerance and compromise against the tyrants who would impose their ideas on everyone else—no matter what the cost.
 
Set during one of the most turbulent and revolutionary times in history, A Column of Fire is one of Follett’s most exciting and ambitious works yet. It will delight longtime fans of the Kingsbridge series and is the perfect introduction for readers new to Ken Follett.  (copied from Amazon.com)",4.7,8,2017,http://covers.openlibrary.org/b/id/8465187-L.jpg
The Hidden Oracle,"Rick Riordan, Robbie Daymond",,"After angering his father Zeus, the god Apollo is cast down from Olympus.  He must learn to survive in the modern world until he can somehow find a way to regain Zeus's favor.",4.3,13,2014,http://covers.openlibrary.org/b/id/7442820-L.jpg
61 hours,Lee Child,,"Jack Reacher is back.The countdown has begun. Get ready for the most exciting 61 hours of your life. #1 New York Times bestselling author Lee Child's latest thriller is a ticking time bomb of suspense that builds electric tension on every page.Sixty-one hours. Not a minute to spare.A tour bus crashes in a savage snowstorm and lands Jack Reacher in the middle of a deadly confrontation. In nearby Bolton, South Dakota, one brave woman is standing up for justice in a small town threatened by sinister forces. If she's going to live long enough to testify, she'll need help. Because a killer is coming to Bolton, a coldly proficient assassin who never misses.Reacher's original plan was to keep on moving. But the next 61 hours will change everything. The secrets are deadlier and his enemies are stronger than he could have guessed--but so is the woman whose life he'll risk his own to save.In 61 Hours, Lee Child has written a showdown thriller with an explosive ending that readers will talk about for a long time to come.From the Hardcover edition.",3.0,3,2010,http://covers.openlibrary.org/b/id/9747748-L.jpg
The Alibi,Sandra Brown,,"An honorable man. . . a very sexy dilemma.

Hammond Cross is a man caught in a moral dilemma.

The plot of THE ALIBI centers around Hammond Cross, Special Assistant County Solicitor. (for those of you who don’t live in South Carolina and haven’t read THE WITNESS, you might not know that in that state, lawyers are called solicitors. In Texas we call them by other names.)

Hammond Cross hails from a wealthy Charleston family, but he eschews his heritage and the advantages it affords, even going far as to choose public service over a more lucrative career in criminal defense. He’s ambitious, and has his sights set on higher offices, but his goals aren’t strictly politically motivated. He’s also an aggressive prosecutor out to win for all the right reasons. He believes in what he’s doing and devotes himself to bringing criminals to justice.

Until . . .

He unwittingly becomes the alibi of an accused murderer.

The captivating and elusive woman with whom he had spent an overnight getaway — a meeting he mistook as happenstance — becomes the prime suspect in the most important criminal case Hammond’s career. If he prosecutes it successfully, he’ll inherit the top position from the retiring County Solicitor. If he doesn’t, he’ll have many people to answer to . . . not the least of which is himself.

To admit his own culpability is self-destructive. To fail is unthinkable. To win is to sacrifice the woman he’s come to love.
([source][1])


  [1]: https://sandrabrown.net/books/the-alibi/",3.2,42,1999,http://covers.openlibrary.org/b/id/8595708-L.jpg
Justice,Michael J. Sandel,,"Michael Sandel offers a searching, lyrical exploration of the meaning of justice that considers familiar controversies such as affirmative action, same-sex marriage, physician-assisted suicide, abortion, national service, patriotism and dissent, and the moral limits of markets in fresh and illuminating ways.",3.4,14,2007,http://covers.openlibrary.org/b/id/1129014-L.jpg
Luftslottet som sprängdes,Stieg Larsson,,"Lisbeth Salander—the heart of Larsson’s two previous novels—lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She’s fighting for her life in more ways than one: if and when she recovers, she’ll be taken back to Stockholm to stand trial for three murders. With the help of her friend, journalist Mikael Blomkvist, she will not only have to prove her innocence, but also identify and denounce those in authority who have allowed the vulnerable, like herself, to suffer abuse and violence. And, on her own, she will plot revenge—against the man who tried to kill her, and the corrupt government institutions that very nearly destroyed her life.

Once upon a time, she was a victim. Now Salander is fighting back. ([source][1])


  [1]: http://www.stieglarsson.com/Castles-in-the-Sky",3.9,377,2007,http://covers.openlibrary.org/b/id/8352108-L.jpg
Getting Things Done,"David Allen, David Allen, David Allen",,"In today's world, yesterday's methods just don't work. In Getting Things Done, veteran coach and management consultant David Allen shares the breakthrough methods for stress-free performance that he has introduced to tens of thousands of people across the country. Allen's premise is simple: our productivity is directly proportional to our ability to relax. Only when our minds are clear and our thoughts are organized can we achieve effective productivity and unleash our creative potential.",3.2,17,2001,http://covers.openlibrary.org/b/id/109288-L.jpg
Lore Olympus,Rachel Smythe,,"Scandalous gossip, wild parties, and forbidden love — witness what the gods do after dark in this stylish and contemporary reimagining of one of the best-known stories in Greek mythology, featuring a brand-new, exclusive short story from creator Rachel Smythe.

Persephone, young goddess of spring, is new to Olympus. Her mother, Demeter, has raised her in the mortal realm, but after Persephone promises to train as a sacred virgin, she's allowed to live in the fast-moving, glamorous world of the gods. When her roommate, Artemis, takes her to a party, her entire life changes: she ends up meeting Hades and feels an immediate spark with the charming yet misunderstood ruler of the Underworld. Now Persephone must navigate the confusing politics and relationships that rule Olympus, while also figuring out her own place — and her own power.",4.3,25,2021,http://covers.openlibrary.org/b/id/10680151-L.jpg
Infinite jest,David Foster Wallace,,"A gargantuan, mind-altering comedy about the Pursuit of Happiness in America Set in an addicts' halfway house and a tennis academy, and featuring the most endearingly screwed-up family to come along in recent fiction, Infinite Jest explores essential questions about what entertainment is and why it has come to so dominate our lives; about how our desire for entertainment affects our need to connect with other people; and about what the pleasures we choose say about who we are. Equal parts philosophical quest and screwball comedy, Infinite Jest bends every rule of fiction without sacrificing for a moment its own entertainment value. It is an exuberant, uniquely American exploration of the passions that make us human - and one of those rare books that renew the idea of what a novel can do.",2.7,3,1996,http://covers.openlibrary.org/b/id/8237639-L.jpg
The Queen's gambit,Walter S. Tevis,,"Beth Harmon, an orphan by eight years old, is unremarkable. She is plain and she knows it. In the Kentucky orphanage, she hordes the tranquilizers handed to the children daily to quell the ache of dullness and routine.

A formidable math student, she is allowed to clean the blackboard erasers in the basement where she find the janitor playing chess daily. He is a sour old man and pays her no mind until she suggests a move he could have made. She learned the basics of the game by watching and he slowly teaches her the intricacies as she earns the right to learn them. Throughout the process her mind races and her dull, plain existence is replaced by the realization of prodigy. 

By the age of sixteen she is competing, under the new freedom of adoption, for the US Open and is on her way to international stardom if she learns to prioritize her chess, her addictions, and the distractions of youth.",3.8,5,1983,http://covers.openlibrary.org/b/id/9319360-L.jpg
The Power,Naomi Alderman,,"ix, 340 pages : 20 cm",3.1,22,1998,http://covers.openlibrary.org/b/id/7892681-L.jpg
The Testaments,Margaret Atwood,,"15 years after the sons of Jacob seized power in the USA and became Gilead.  The story is told from three female viewpoints;  Daisy, Agnes and Lydia. Daisy struggles with coming to the realization of her past and who she really is, Agnes tells her story and life in Gilead, and Lydia contemplates her life and decisions made.


When the van door slammed on Offred's future at the end of The Handmaid's Tale, readers had no way of telling what lay ahead for her--freedom, prison or death.

With The Testaments, the wait is over.

Margaret Atwood's sequel picks up the story more than fifteen years after Offred stepped into the unknown, with the explosive testaments of three female narrators from Gilead.

In this brilliant sequel to The Handmaid's Tale, acclaimed author Margaret Atwood answers the questions that have tantalized readers for decades.

""Dear Readers: Everything you've ever asked me about Gilead and its inner workings is the inspiration for this book. Well, almost everything! The other inspiration is the world we've been living in."" --Margaret Atwood",2.8,29,2019,http://covers.openlibrary.org/b/id/12366815-L.jpg
The Lorax,Dr. Seuss,,"Long before ""going green"" was mainstream, Dr. Seuss's Lorax spoke for the trees and warned of the dangers of disrespecting the environment. In this cautionary rhyming tale (printed on recycled paper) we learn of the Once-ler, who came across a valley of Truffula Trees and Brown Bar-ba-loots, and how his harvesting of the tufted trees changed the landscape forever. - Publisher. The Lorax is the story of a boy who's looking for answers. Living in a ruined town, this little guy wants to know the story of the Lorax, so he goes to the Once-ler, an elderly inventor/manufacturer. Doc Brown -- ahem, the Once-ler -- tells the boy how the town came to be ruined, and most importantly, what he can do to turn things around. Who exactly was this this Lorax character, what was it doing here, and why was it taken away? These are questions only a man name the Once-ler can answer. The Once-ler's last words to the boy: ""Grow a forest. Protect it from axes that hack./ Then the Lorax/ and all of his friends/ may come back."" - shmoop.com",3.9,44,1911,http://covers.openlibrary.org/b/id/422253-L.jpg
Memory Man,David Baldacci,,"Amos Decker's life changed forever-- twice. The first time was on the gridiron. A big, towering athlete, he was the only person from his hometown of Burlington ever to go pro. But his career ended before it had a chance to begin. On his very first play, a violent helmet-to-helmet collision knocked him off the field for good, and left him with an improbable side effect -- he can never forget anything. The second time was at home nearly two decades later. Now a police detective, Decker returned from a stakeout one evening and entered a nightmare -- his wife, young daughter, and brother-in-law had been murdered. His family destroyed, their killer's identity as mysterious as the motive behind the crime, and unable to forget a single detail from that horrible night, Decker finds his world collapsing around him. He leaves the police force, loses his home, and winds up on the street, taking piecemeal jobs as a private investigator when he can. But over a year later, a man turns himself in to the police and confesses to the murders. At the same time a horrific event nearly brings Burlington to its knees, and Decker is called back in to help with this investigation. Decker also seizes his chance to learn what really happened to his family that night. To uncover the stunning truth, he must use his remarkable gifts and confront the burdens that go along with them. He must endure the memories he would much rather forget. And he may have to make the ultimate sacrifice.",3.3,34,2015,http://covers.openlibrary.org/b/id/12728587-L.jpg
After You,"Jojo Moyes, Yujia He",,"""How do you move on after losing the person you loved? How do you build a life worth living? Louisa Clark is no longer just an ordinary girl living an ordinary life. After the transformative six months spent with Will Traynor, she is struggling without him. When an extraordinary accident forces Lou to return home to her family, she can't help but feel she's right back where she started. Her body heals, but Lou herself knows that she needs to be kick-started back to life.""--Jacket.",4.5,76,2014,http://covers.openlibrary.org/b/id/8118938-L.jpg
Born a Crime,Trevor Noah,,"Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man’s relationship with his fearless, rebellious, and fervently religious mother—his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life.

The stories collected here are by turns hilarious, dramatic, and deeply affecting. Whether subsisting on caterpillars for dinner during hard times, being thrown from a moving car during an attempted kidnapping, or just trying to survive the life-and-death pitfalls of dating in high school, Trevor illuminates his curious world with an incisive wit and unflinching honesty. His stories weave together to form a moving and searingly funny portrait of a boy making his way through a damaged world in a dangerous time, armed only with a keen sense of humor and a mother’s unconventional, unconditional love.",3.9,20,2016,http://covers.openlibrary.org/b/id/8294078-L.jpg
The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,,"The #1 New York Times bestseller in hardcover, on the list for 24 weeks!President Jack Ryan faces a world crisis unlike any he has ever known, in Tom Clancy's extraordinary new novel....A high-level assassination attempt in Russia has the newly elected Ryan sending his most trusted eyes and ears—including antiterrorism specialist John Clark—to Moscow, for he fears the worst is yet to come. And he's right. The attempt has left the already unstable Russia vulnerable to ambitious forces in China eager to fulfill their destiny—and change the face of the world as we know it...",3.7,103,2000,http://covers.openlibrary.org/b/id/271976-L.jpg
A Grimm Warning,Chris Colfer,,"Conner Bailey misses his adventures in the fairy tale world, also missing his sister Alex who is training to be a fairy godmother.  Then Conner figures out that a mysterious clue left by the famous Brother Grimm.... Will  Conner be able to figure the answer to the clue?
Read and find out!",4.3,17,2014,http://covers.openlibrary.org/b/id/7444774-L.jpg
Claudia and Mean Janine,Ann M. Martin,,"Claudia's participation in the Baby-sitters Club is curtailed when Grandmother Mimi suffers a stroke and Claudia finds herself ""Mimi-sitting"" and fighting more frequently with her sister.",3.6,31,1987,http://covers.openlibrary.org/b/id/14412999-L.jpg
The Boy Who Harnessed the Wind,"William Kamkwamba, Bryan Mealer, Korey Jackson",,"William Kamkwamba was born in Malawi, a country where magic ruled and modern science was mystery. It was also a land withered by drought and hunger, and a place where hope and opportunity were hard to find. But William had read about windmills in a book called Using Energy, and he dreamed of building one that would bring electricity and water to his village and change his life and the lives of those around him. His neighbors may have mocked him and called him misala-crazy-but William was determined to show them what a little grit and ingenuity could do.Enchanted by the workings of electricity as a boy, William had a goal to study science in Malawi's top boarding schools. But in 2002, his country was stricken with a famine that left his family's farm devastated and his parents destitute. Unable to pay the eighty-dollar-a-year tuition for his education, William was forced to drop out and help his family forage for food as thousands across the country starved and died.Yet William refused to let go of his dreams. With nothing more than a fistful of cornmeal in his stomach, a small pile of once-forgotten science textbooks, and an armory of curiosity and determination, he embarked on a daring plan to bring his family a set of luxuries that only two percent of Malawians could afford and what the West considers a necessity-electricity and running water. Using scrap metal, tractor parts, and bicycle halves, William forged a crude yet operable windmill, an unlikely contraption and small miracle that eventually powered four lights, complete with homemade switches and a circuit breaker made from nails and wire. A second machine turned a water pump that could battle the drought and famine that loomed with every season.Soon, news of William's magetsi a mphepo-his ""electric wind""-spread beyond the borders of his home, and the boy who was once called crazy became an inspiration to those around the world.Here is the remarkable story about human inventiveness and its power to overcome crippling adversity. The Boy Who Harnessed the Wind will inspire anyone who doubts the power of one individual's ability to change his community and better the lives of those around him.",4.0,32,2009,http://covers.openlibrary.org/b/id/6447181-L.jpg
Turtles All the Way Down,John Green,,"**SIXTEEN-YEAR-OLD AZA NEVER INTENDED** to pursue the mystery of fugitive billionaire Russell Pickett, but there's a hundred-thousand-dollar reward at sake and  her Best and Most Fearless Friend, Daisy, is eager to investigate. So together, they navigate the short distance and broad divides that separate them from Russell Pickett's son, Davis.

Aza is trying. She is trying to be a good daughter, a good friend, a good student, and maybe even a good detective, while also living within the ever-tightening spiral of her own thoughts.

In his long-awaited return, John Green, the acclaimed, award-winning author of *Looking for Alaska* and *The Fault in Our Stars*, shares Aza's story with shattering, unflinching clarity in this brilliant novel of love, resilience, and the power of lifelong friendship.

This description comes from the publisher.",4.4,17,2017,http://covers.openlibrary.org/b/id/8283871-L.jpg
Thirteen reasons Why,Jay Asher,,"Clay Jenkins returns home from school to find a mysterious box with his name on it lying on his porch. Inside he discovers 13 cassette tapes recorded by Hannah Baker—his classmate and crush—who committed suicide two weeks earlier.On tape, Hannah explains that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, he'll find out how he made the list.Through Hannah and Clay's dual narratives, debut author Jay Asher weaves an intricate and heartrending story of confusion and desperation that will deeply affect teen readers.",4.6,13,2007,http://covers.openlibrary.org/b/id/12648223-L.jpg
The Maze of Bones,"Rick Riordan, David Pittu, Ethan Young",,"Amy and Dan, members of the powerful Cahill family, try to uncover the thirty-nine clues which will reveal the secrets of their lineage and find out what really happened to their parents.",3.5,35,2008,http://covers.openlibrary.org/b/id/5723136-L.jpg
End of Watch,Stephen King,,"A suspenseful closing volume. Brady Hartsfield, the Mercedes killer, returns to diabolically drive his victims to suicide in this last installment, starring the ever more winning Bill Hodges and Holly Gibney.",3.1,25,2000,http://covers.openlibrary.org/b/id/12376085-L.jpg
Hillbilly Elegy,J. D. Vance,,"From a former marine and Yale Law School graduate, this book is a probing look at the struggles of America's white working class through the author's own story of growing up in a poor Rust Belt town. Hillbilly Elegy is a passionate and personal analysis of a culture in crisis - that of poor, white Americans. The disintegration of this group, a process that has been slowly occurring now for over forty years, has been reported with growing frequency and alarm, but has never before been written about as searingly from the inside.",3.2,4,2016,http://covers.openlibrary.org/b/id/7435402-L.jpg
Factfulness,"Hans Rosling, Ola Rosling, Anna Rosling Rönnlund",,"Factfulness: The stress-reducing habit of only carrying opinions for which you have strong supporting facts.

When asked simple questions about global trends―what percentage of the world’s population live in poverty; why the world’s population is increasing; how many girls finish school―we systematically get the answers wrong. So wrong that a chimpanzee choosing answers at random will consistently outguess teachers, journalists, Nobel laureates, and investment bankers.

In Factfulness, Professor of International Health and global TED phenomenon Hans Rosling, together with his two long-time collaborators, Anna and Ola, offers a radical new explanation of why this happens. They reveal the ten instincts that distort our perspective―from our tendency to divide the world into two camps (usually some version of us and them) to the way we consume media (where fear rules) to how we perceive progress (believing that most things are getting worse).

Our problem is that we don’t know what we don’t know, and even our guesses are informed by unconscious and predictable biases.

It turns out that the world, for all its imperfections, is in a much better state than we might think. That doesn’t mean there aren’t real concerns. But when we worry about everything all the time instead of embracing a worldview based on facts, we can lose our ability to focus on the things that threaten us most.

Inspiring and revelatory, filled with lively anecdotes and moving stories, Factfulness is an urgent and essential book that will change the way you see the world and empower you to respond to the crises and opportunities of the future.",3.4,14,2018,http://covers.openlibrary.org/b/id/8186237-L.jpg
A Good Girl's Guide to Murder,Holly Jackson,,"Everyone is talking about A Good Girl's Guide to Murder! With shades of Serial and Making a Murderer this is the story about an investigation turned obsession, full of twists and turns and with an ending you'll never expect.

Everyone in Fairview knows the story.

Pretty and popular high school senior Andie Bell was murdered by her boyfriend, Sal Singh, who then killed himself. It was all anyone could talk about. And five years later, Pip sees how the tragedy still haunts her town.

But she can't shake the feeling that there was more to what happened that day. She knew Sal when she was a child, and he was always so kind to her. How could he possibly have been a killer?

Now a senior herself, Pip decides to reexamine the closed case for her final project, at first just to cast doubt on the original investigation. But soon she discovers a trail of dark secrets that might actually prove Sal innocent . . . and the line between past and present begins to blur. Someone in Fairview doesn't want Pip digging around for answers, and now her own life might be in danger.",4.0,23,2019,http://covers.openlibrary.org/b/id/13156188-L.jpg
Cutting for Stone,Abraham Verghese,,"Cutting for Stone (2009) is a novel written by Ethiopian-born Indian-American medical doctor and author Abraham Verghese. It is a saga of twin brothers, orphaned by their mother's death at their births and forsaken by their father. The book includes both a deep description of medical procedures and an exploration of the human side of medical practices.

When first published, the novel was on The New York Times Best Seller list for two years and generally received well by critics. With its positive reception, Barack Obama put it on his summer reading list and the book was optioned for adaptations.",3.6,178,2009,http://covers.openlibrary.org/b/id/8474220-L.jpg
